,p_val,n_samples,auc_mean,auc_std,auc_median,shuffled_auc_mean,shuffled_auc_std,shuffled_auc_median,acc_mean,acc_std,shuffled_matthews_mean,shuffled_matthews_std,matthews_mean,matthews_std,shuffled_accuracy_mean,shuffled_accuracy_std
allergic_to_peanuts,0.473366337,112,0.518010204,0.100460868,0.510204082,0.497943122,0.108261417,0.513094748,0.511428571,0.09420451,0.00128503,0.169151223,0.022524053,0.192346936,0.496785714,0.0830071
allergic_to_shellfish,0.487623762,210,0.504534643,0.065063352,0.50887574,0.502291893,0.068993959,0.501461359,0.503938746,0.057125833,-0.000204095,0.121682123,0.008263183,0.115658714,0.496766382,0.062311429
allergic_to_tree_nuts,0.525346535,132,0.495436581,0.100695269,0.493498594,0.506584128,0.093168999,0.506944444,0.503400735,0.087279743,0.024821972,0.161284062,0.006905773,0.17938813,0.509558824,0.0791936
antiB_6Month_cohort,0.020594059,1250,0.593224713,0.025253953,0.593154175,0.500887316,0.034357639,0.498911017,0.565252327,0.022755579,0.001446894,0.055833643,0.130687633,0.045584028,0.500701045,0.027720444
antiB_Month_cohort,0.150693069,332,0.605404916,0.047414734,0.608110049,0.515600218,0.066438545,0.512543706,0.569660279,0.046370219,0.023695712,0.112598622,0.140478651,0.093568888,0.510409408,0.055776908
antiB_Week_cohort,0.035445545,208,0.705754438,0.063116673,0.713017751,0.508709897,0.078634968,0.504225763,0.648461538,0.05871403,0.020688608,0.146996447,0.300374359,0.119160512,0.509230769,0.072338373
antiB_Year_cohort,0.16970297,1580,0.538550326,0.022823283,0.54153679,0.501217161,0.030700508,0.506709441,0.529186199,0.023606216,0.000331269,0.051952001,0.058464266,0.047277519,0.499841279,0.025811556
appendix_removed,0.283465347,922,0.530041543,0.029483451,0.527379301,0.497730204,0.040994048,0.499833001,0.519779235,0.026073554,-0.006936206,0.07059294,0.039707568,0.05238934,0.496209145,0.035351941
asd_cohort,0.392574257,190,0.537449394,0.070980125,0.526041667,0.499403023,0.097485811,0.500979689,0.524945652,0.058181713,-0.004777659,0.161542084,0.050734128,0.117997488,0.497219203,0.079422267
autoimmune,0.152574257,778,0.557498019,0.03712163,0.55451702,0.496067567,0.045332537,0.492289498,0.542124448,0.03218296,-0.008144359,0.0714143,0.084555233,0.0646837,0.495213023,0.035560869
bmf_2_cohort,0.178316832,2386,0.53309169,0.027120602,0.532254414,0.495929061,0.029791059,0.492139792,0.522664979,0.025626801,-0.007274712,0.050048075,0.0453968,0.051307454,0.496196666,0.024853394
bmf_3_cohort,0.227227723,604,0.543958707,0.040180543,0.549688627,0.498313456,0.045018323,0.496004227,0.535426316,0.03515508,-0.001860152,0.077441123,0.071133033,0.070595247,0.498190351,0.038682213
bmf_4_cohort,0.381188119,168,0.537755102,0.076018442,0.540816327,0.501421715,0.091848112,0.498283753,0.523571429,0.069129262,0.0056894,0.146888963,0.048034269,0.139965845,0.501904762,0.073438391
bmf_5_cohort,0.33980198,66,0.581066744,0.119759827,0.578125,0.510510167,0.144685256,0.492063492,0.525972222,0.112464072,0.012767979,0.240930117,0.052770694,0.234954146,0.500208333,0.117709685
bmf_less1_cohort,0.163564356,794,0.553498129,0.030584069,0.554467626,0.499045186,0.044822275,0.504901431,0.535825253,0.031855015,-0.001654813,0.077813846,0.071914979,0.06393141,0.498443939,0.038996756
bmq_solid_cohort,0.012772277,846,0.627904941,0.033462328,0.62749199,0.4932216,0.038568361,0.49657057,0.592805031,0.030906225,-0.0122327,0.062233399,0.186041908,0.061994217,0.493898922,0.031116719
bmq_loose_cohort,0.170891089,1200,0.551663556,0.028141513,0.549888889,0.504884238,0.038370351,0.508344642,0.5353,0.02774525,0.002655614,0.061967194,0.070742525,0.05557885,0.5011,0.030706695
cancer,0.340990099,442,0.537431478,0.046320457,0.543686224,0.505809389,0.057740723,0.505737179,0.528613636,0.046861097,0.002063676,0.10202251,0.057563142,0.0942674,0.499936688,0.05036506
cardiovascular_disease,0.316237624,252,0.542477684,0.059322617,0.543184183,0.49519548,0.072628378,0.488947648,0.51984375,0.051445457,0.002501357,0.143001973,0.039913735,0.103922958,0.500861895,0.0709188
cat,0.199009901,2232,0.528991827,0.024029175,0.52837995,0.496978831,0.029441651,0.494872197,0.522932359,0.02342364,-0.007025505,0.047496288,0.045930503,0.046939234,0.4963076,0.023663199
celiac_cohort,0.343465347,114,0.564897732,0.091935083,0.579081633,0.500186971,0.124190741,0.506171443,0.532738095,0.081022641,0.001051674,0.191990433,0.067741419,0.166546275,0.497,0.093464206
chickenpox,0.480891089,764,0.508014773,0.035662763,0.504177517,0.505360409,0.042054945,0.506007658,0.511223136,0.033877847,0.010403228,0.064771414,0.022512513,0.06794128,0.504510965,0.032278378
clinical_condition,0.153960396,1470,0.53847232,0.0263325,0.53875153,0.49715013,0.028398384,0.4979938,0.525881445,0.02440098,-0.002987204,0.051346082,0.051838937,0.048851527,0.498344767,0.025620734
consume_animal_products_abx,0.022475248,2224,0.589463702,0.025453472,0.586861003,0.504728606,0.027911588,0.504661418,0.562645779,0.02365116,0.006078226,0.048358409,0.125501984,0.047409096,0.502768375,0.02411235
country_cohort,0.00990099,3494,0.833702818,0.015859778,0.834910991,0.493445991,0.030303513,0.494719626,0.757526596,0.01859636,-0.008709476,0.054011984,0.515862621,0.03720847,0.495414865,0.026949934
csection,0.666138614,794,0.474575915,0.034036878,0.472145699,0.495626846,0.037406167,0.498722445,0.479962121,0.028543684,-0.001092371,0.068392671,-0.040199581,0.057232116,0.498990404,0.033934964
depression_bipolar_schizophrenia,0.332178218,300,0.532226411,0.057663937,0.527143375,0.487780808,0.070534938,0.496267,0.514967994,0.051425158,-0.028202433,0.117467527,0.030282846,0.103457915,0.485785917,0.057687777
diabetes_typeII_cohort,0.289306931,120,0.573511111,0.099193628,0.58,0.485223536,0.115288024,0.495535714,0.556333333,0.085204982,-0.017501142,0.211306585,0.113354267,0.173445984,0.489,0.104568425
dog,0.21019802,2600,0.528812221,0.026418701,0.52731364,0.494531978,0.032175559,0.496952416,0.520730601,0.02285952,-0.008765789,0.052787439,0.041537377,0.045792195,0.495443025,0.026380528
drinks_1_2_cohort,0.265049505,594,0.539243456,0.0388684,0.537342683,0.497550522,0.051137496,0.498931878,0.533235135,0.036790408,-0.00247427,0.086525799,0.066648266,0.073798662,0.498401802,0.043458379
drinks_1_cohort,0.251980198,594,0.546538961,0.041019686,0.549671293,0.504438618,0.049083898,0.506811932,0.529323423,0.035786913,0.002089816,0.082535902,0.05886802,0.07185598,0.500264865,0.04101075
drinks_2_3_cohort,0.235940594,594,0.542876908,0.036615861,0.53814752,0.50152716,0.041502153,0.502164733,0.533988288,0.035660391,0.00282153,0.074394979,0.068366267,0.071682294,0.500824324,0.036470343
drinks_3_4_cohort,0.097821782,304,0.613566482,0.056652897,0.618074792,0.495079504,0.064569187,0.493783602,0.5825,0.054054931,-0.001140145,0.103291968,0.166574633,0.108874164,0.497894737,0.051659443
drinks_4_plus_cohort,0.135544554,194,0.618380778,0.062215512,0.612823611,0.49256164,0.087952072,0.486086957,0.582,0.060195399,-0.010751383,0.154041876,0.166346344,0.122116593,0.492333333,0.07684445
fungal_overgrowth,0.471485149,298,0.522327973,0.056990909,0.524105186,0.516478869,0.069425783,0.508480245,0.521394026,0.049601177,0.018797854,0.122770854,0.043560571,0.100458216,0.508047653,0.060260096
gender_healthy_cohort,0.00990099,4062,0.642415946,0.024087541,0.641655464,0.505312744,0.031788642,0.506351993,0.602287092,0.022717558,0.009812224,0.054177226,0.204799155,0.045463301,0.50483303,0.027205141
gluten_alergy_cohort,0.295940594,260,0.552316291,0.064478324,0.555609809,0.503761192,0.058228751,0.50314916,0.544644886,0.055289582,-0.002276334,0.10407629,0.090112867,0.11158825,0.498456439,0.052540163
IBD_cohort,0.196237624,338,0.563125536,0.054506998,0.568517762,0.488603036,0.063569753,0.488503745,0.549952935,0.052735119,-0.024876675,0.114865034,0.100693297,0.106295577,0.48595515,0.057304019
ibs,0.448316832,1078,0.510707596,0.028621018,0.512153635,0.503774194,0.035055426,0.505857229,0.505206191,0.024751713,0.007868949,0.06202791,0.010435894,0.049624894,0.503513543,0.030856935
iud_cohort,0.495445545,244,0.50526351,0.055043408,0.504682622,0.506223131,0.068950664,0.500522466,0.508456989,0.051741934,0.014467204,0.119905768,0.017465522,0.104797159,0.505462366,0.059547409
lactose,0.318811881,1230,0.520307706,0.027238698,0.519838927,0.500746872,0.033040044,0.501721238,0.514298022,0.023449385,0.006514371,0.057949736,0.028631458,0.047007468,0.502888549,0.029157085
liver_disease,0.466732673,130,0.524344183,0.078781299,0.53125,0.512144974,0.108243064,0.502747253,0.517536765,0.067507258,0.030053155,0.176537154,0.035593551,0.1378475,0.511121324,0.088254967
lung_disease,0.530693069,970,0.502252859,0.032213101,0.500717164,0.5054791,0.037009787,0.502257826,0.500517206,0.026499991,0.014065374,0.065994172,0.001040726,0.05317154,0.506541119,0.033002406
mental_illness,0.488613861,914,0.501196957,0.03243221,0.504347492,0.500240536,0.039501015,0.502590629,0.500999619,0.030316057,-0.003207523,0.065320042,0.001975043,0.060752919,0.498332952,0.032427634
mental_illness_type_depression,0.554455446,780,0.490686558,0.032984739,0.493676267,0.49969913,0.044702795,0.496630886,0.493041237,0.030604854,0.000591864,0.077713234,-0.013978561,0.061409136,0.49967915,0.038152108
migraine,0.255643564,1014,0.52197282,0.028739142,0.521605003,0.49109639,0.038832947,0.489149306,0.517551556,0.026221044,-0.016633076,0.064439125,0.035201601,0.052588615,0.491629171,0.032020822
multivitamin,0.233564356,2670,0.533214465,0.027764903,0.533686697,0.50081224,0.032154721,0.506849868,0.524696922,0.026674178,0.006675319,0.056360503,0.049465585,0.053398551,0.502885852,0.028051784
nail_biter,0.432970297,1750,0.504251645,0.026213035,0.505466475,0.497056573,0.028208307,0.498724209,0.503415349,0.024139896,-0.005662349,0.047305702,0.006835702,0.048335691,0.497150273,0.023717871
no_gluten_cohort,0.051881188,1256,0.569252302,0.028046163,0.56742667,0.494825315,0.032319929,0.49471977,0.545987261,0.02538726,-0.004090567,0.054992717,0.092176597,0.050924432,0.497898089,0.027606965
non_food_allergies_beestings,0.615148515,278,0.467703863,0.05828505,0.465352023,0.493024884,0.07140733,0.492589647,0.476357143,0.04987959,-0.011405619,0.122505394,-0.04793559,0.100664043,0.493668067,0.05999374
non_food_allergies_drug_eg_penicillin,0.133069307,1354,0.54415198,0.028516056,0.545849109,0.495915569,0.030296863,0.494713273,0.531521232,0.026770108,-0.010266192,0.053537905,0.063146023,0.053647981,0.494529238,0.026596503
non_food_allergies_pet_dander,0.21970297,1100,0.540660455,0.030038917,0.539600164,0.500215438,0.038662714,0.502758584,0.529130699,0.027065185,0.004332733,0.064898474,0.058382344,0.05422165,0.502009415,0.032394285
non_food_allergies_poison_ivyoak,0.542178218,1018,0.498374406,0.033063315,0.499617324,0.504914073,0.040502468,0.502703639,0.501653851,0.029824259,0.009225628,0.066102323,0.003327092,0.05972883,0.504350701,0.032855812
non_food_allergies_sun,0.437821782,170,0.52126703,0.075190015,0.523809524,0.498450021,0.095055113,0.497727273,0.514253247,0.073163224,-0.008013637,0.156238372,0.028087406,0.149093909,0.494577922,0.076917145
nplant_11_20_cohort,0.198019802,374,0.563488006,0.047978872,0.567224989,0.497165144,0.058646743,0.492244788,0.550566605,0.050088165,-0.006924231,0.104552994,0.101900664,0.100944676,0.496355227,0.051950163
nplant_21_30_cohort,0.086633663,374,0.61715487,0.05629287,0.619565217,0.50052969,0.059473406,0.497166896,0.587201665,0.047751245,0.008141337,0.104017304,0.175499256,0.096013389,0.503170675,0.052030746
nplant_30_plus_cohort,0.047128713,374,0.638955955,0.045647185,0.645767316,0.502096683,0.059101978,0.497727153,0.59333025,0.042578828,0.008514357,0.099439155,0.187977216,0.085621454,0.503052729,0.050062313
nplant_6_10_cohort,0.388415842,374,0.524864802,0.046584047,0.526906597,0.50372858,0.047645798,0.512529551,0.517442183,0.04639652,-0.000105715,0.084271439,0.034962246,0.09350325,0.499997687,0.042162967
Obese_cohort,0.051188119,838,0.594880327,0.03474587,0.595534612,0.496857775,0.045108875,0.498517642,0.565010531,0.030246863,-0.004646208,0.070685105,0.130589361,0.06068531,0.497079212,0.035649849
omnivore_noRed_cohort,0.292772277,586,0.534254001,0.04496891,0.534578137,0.4970315,0.049154045,0.499624625,0.522978526,0.042797215,-0.014440705,0.085029926,0.046152963,0.085847323,0.492726768,0.04263172
other_supplement_frequency,0.01,4002,0.648215772,0.023811806,0.648453528,0.497086153,0.033624319,0.501153329,0.604767465,0.021124825,-0.008842943,0.057200206,0.209782519,0.042292355,0.495345745,0.028740533
Overweight_cohort,0.098514851,2284,0.556437273,0.023305932,0.555020161,0.504109362,0.031883772,0.505346677,0.541656047,0.023626513,0.00538649,0.055193496,0.083449737,0.047311278,0.502609939,0.027648222
pescatarian_cohort,0.170693069,492,0.562650389,0.041926613,0.556973932,0.496369437,0.051800054,0.494934577,0.54347303,0.042685403,-0.003187479,0.086479867,0.087417166,0.085818173,0.496673718,0.04325831
pets_other,0.322376238,710,0.52507181,0.037000318,0.527359991,0.496030263,0.04545768,0.498863062,0.51875,0.035449824,-0.009683568,0.07984012,0.03769805,0.071165033,0.49542071,0.039920514
pill_cohort,0.773366337,338,0.45447947,0.052923258,0.453231293,0.512479861,0.061278688,0.509691715,0.46154485,0.0438261,0.020838747,0.111980756,-0.077550584,0.088685216,0.509540421,0.056817639
seasonal_allergies,0.033861386,3344,0.574957974,0.023902655,0.576237308,0.496195153,0.030628983,0.495909053,0.555369069,0.020281432,-0.007315202,0.056741902,0.110911541,0.040622999,0.496100523,0.028301317
sibo,0.215742574,138,0.600335768,0.079089527,0.602076125,0.493926577,0.102990894,0.486861216,0.595277778,0.06877074,-0.006634722,0.166987952,0.19322392,0.138946575,0.493431373,0.081823102
skin_condition,0.125445545,2074,0.538645574,0.022534598,0.538791501,0.493450468,0.029203962,0.491466592,0.529626806,0.020423205,-0.010971601,0.047604316,0.059362741,0.040907476,0.494294857,0.023625953
softener,0.031683168,3174,0.576072006,0.024671192,0.576482027,0.502045836,0.029446894,0.505877696,0.553172858,0.023379527,0.006561501,0.0529296,0.106509893,0.046842806,0.503017408,0.026476712
specialized_diet_exclude_dairy,0.545346535,362,0.490406481,0.052169745,0.493594833,0.503444693,0.061697996,0.492269845,0.488285024,0.045708111,0.008890127,0.101050271,-0.023714279,0.092227323,0.503753623,0.050405754
specialized_diet_exclude_refined_sugars,0.327029703,524,0.529487678,0.044717316,0.53397387,0.49730958,0.052060627,0.495439426,0.514361305,0.041256794,-0.007823992,0.091880366,0.028841684,0.082866713,0.495121212,0.045754165
specialized_diet_modified_paleo_diet,0.187920792,310,0.583047274,0.056832212,0.582511506,0.501274205,0.068573269,0.495625679,0.559888664,0.056789495,0.007375385,0.103699328,0.120644047,0.115093344,0.502300945,0.050690651
specialized_diet_other_restrictions_not_described_here,0.355148515,406,0.524252952,0.045192879,0.525951557,0.494452086,0.059113465,0.496054693,0.513872549,0.039468493,-0.002803369,0.099897631,0.027884616,0.079567955,0.498454902,0.049678647
specialized_diet_paleodiet_or_primal_diet,0.500693069,108,0.508772793,0.098552666,0.512498491,0.509246084,0.129539748,0.5,0.48989011,0.083171352,0.024645451,0.21523067,-0.02053209,0.169172636,0.507197802,0.104547879
specialized_diet_westenprice_or_other_lowgrain_low_processed_fo,0.240594059,340,0.54194901,0.052078876,0.546241211,0.482589135,0.063429723,0.478180153,0.532937431,0.047356494,-0.032604325,0.107887645,0.066443994,0.095462386,0.482790698,0.053360449
thyroid,0.377128713,788,0.522136374,0.036515021,0.522087091,0.50480312,0.041527473,0.499316212,0.516856834,0.034824568,0.006322548,0.069425617,0.033869291,0.069923453,0.502281488,0.034073768
tonsils_removed,0.16019802,1970,0.544478542,0.027184444,0.543109611,0.501358956,0.032054959,0.501367665,0.528294317,0.023311003,0.00367972,0.051999748,0.056684098,0.046737414,0.501489077,0.025824079
uk_immigrant_cohort,0.486930693,470,0.506419223,0.043525998,0.508187302,0.503768464,0.046356765,0.505210594,0.510314144,0.039449673,0.010176392,0.073207909,0.020739394,0.079251871,0.504549971,0.036316205
Underweight_cohort,0.428910891,294,0.510078716,0.053867503,0.505478451,0.492110719,0.06866743,0.483589046,0.511433934,0.048706497,-0.010908585,0.113086657,0.022997904,0.097982053,0.492796547,0.055901818
usa_immigrant_cohort,0.155445545,506,0.58107227,0.049726954,0.586493567,0.504147528,0.058104923,0.500765931,0.567712054,0.046834137,-0.000748754,0.099010917,0.136062905,0.094030861,0.498680556,0.048737165
vegan_cohort,0.071188119,242,0.642203411,0.04744414,0.644444444,0.512158035,0.069310214,0.525,0.610306452,0.05336579,0.022613767,0.127099485,0.222471305,0.107275566,0.509150538,0.063424272
vegetarian_cohort,0.045643564,444,0.622322855,0.037191119,0.621661115,0.502755522,0.050056976,0.501226506,0.58524513,0.037416313,-0.007001561,0.089702682,0.171591435,0.075335413,0.495285714,0.044917625
weigth_decrease_cohort,0.412376238,710,0.516094112,0.037304253,0.512543686,0.501390239,0.044841491,0.503523081,0.5122357,0.033091744,0.001486955,0.077702926,0.02445526,0.066458686,0.499982125,0.039077631
weigth_increase_cohort,0.489306931,640,0.505571875,0.034763374,0.507109375,0.501906256,0.047093055,0.500008469,0.5075625,0.032945208,-0.002748801,0.085240378,0.015145669,0.066108753,0.498125,0.04245862
