,p_val,n_samples,auc_mean,auc_std,auc_median,shuffled_auc_mean,shuffled_auc_std,shuffled_auc_median,acc_mean,acc_std,shuffled_matthews_mean,shuffled_matthews_std,matthews_mean,matthews_std,shuffled_accuracy_mean,shuffled_accuracy_std
appendix_removed,0.136831683,922,0.558101509,0.030886892,0.556012163,0.499632762,0.041715927,0.496643683,0.541174663,0.027306331,-0.001210434,0.064826069,0.082757677,0.054838765,0.497242879,0.031900838
asd_cohort,0.363168317,190,0.539724864,0.068105655,0.539930556,0.497072027,0.08760658,0.5000518,0.529646739,0.054269699,0.003330616,0.15028234,0.06032835,0.110071097,0.493586957,0.074244612
autoimmune,0.111485149,778,0.571079893,0.034175806,0.568044565,0.498829154,0.042346769,0.49373291,0.549579739,0.029798844,0.002550138,0.072092036,0.099537978,0.05979168,0.497187566,0.034779455
bmf_2_cohort,0.05009901,2386,0.567163009,0.024557959,0.567274502,0.498798665,0.031724454,0.500640619,0.548661822,0.023675097,-2.32E-05,0.057709215,0.0975444,0.04746875,0.497924536,0.028978821
bmf_3_cohort,0.104554455,604,0.577505538,0.032453663,0.578254848,0.504761711,0.045967427,0.510245758,0.556275439,0.031092754,0.005939158,0.080926148,0.112964038,0.062401483,0.498712281,0.041039029
bmf_4_cohort,0.517920792,168,0.484693878,0.074822459,0.484126984,0.488974936,0.095976411,0.495118721,0.489761905,0.070650926,-0.025454559,0.158396916,-0.020380896,0.143869245,0.476428571,0.077773364
bmf_5_cohort,0.356138614,66,0.597035108,0.118170473,0.6015625,0.522728894,0.146604593,0.535416667,0.565972222,0.111256415,0.055708834,0.240397066,0.137177007,0.228989666,0.498611111,0.123286872
bmf_less1_cohort,0.014257426,794,0.637605894,0.028186622,0.635445363,0.504059516,0.042349789,0.497038436,0.597629798,0.027138625,0.016618055,0.074741665,0.19626289,0.055057434,0.505377273,0.037088546
bmq_solid_cohort,0.00990099,846,0.692149762,0.030423708,0.692486814,0.50000137,0.038855784,0.501204327,0.640658131,0.030437317,-0.004457971,0.06763297,0.283905761,0.061394308,0.495214286,0.034083628
bmq_loose_cohort,0.022079208,1200,0.615278222,0.033168649,0.6166,0.500147902,0.036614037,0.497251964,0.5875,0.029744747,-0.00407716,0.061617135,0.175305164,0.05959468,0.496366667,0.030980621
cancer,0.088910891,442,0.604240272,0.044542073,0.608660293,0.503659624,0.055471377,0.502742428,0.580284091,0.038273247,-0.002206346,0.09281044,0.161416146,0.07677494,0.492964286,0.047046453
cardiovascular_disease,0.538613861,252,0.492499782,0.059521145,0.492679846,0.50286284,0.071720879,0.5015625,0.496693548,0.056417685,0.007595874,0.129378837,-0.006504636,0.114707469,0.496975806,0.064431806
cat,0.024851485,2232,0.579820161,0.02591547,0.577573315,0.497932506,0.029298724,0.496585039,0.559869866,0.022605365,-0.004949145,0.050119875,0.119916077,0.045275865,0.496110906,0.02505763
celiac_cohort,0.384752475,114,0.552255102,0.095636698,0.564444444,0.50789063,0.120225252,0.501461988,0.532857143,0.081866686,0.021545976,0.207164385,0.067599448,0.167152717,0.492642857,0.100714058
chickenpox,0.256732673,764,0.5344181,0.037710185,0.534016927,0.495678817,0.042491436,0.499757722,0.526928728,0.035352449,-0.00065881,0.06626788,0.053976038,0.071022305,0.495663925,0.033234177
clinical_condition,0.041881188,1470,0.576936192,0.028392603,0.574698724,0.502150588,0.028477281,0.502799502,0.555313911,0.025753006,0.006323355,0.053979136,0.110817964,0.051608607,0.501405916,0.027095179
consume_animal_products_abx,0.014851485,2224,0.609887234,0.025322018,0.613065817,0.500953495,0.02908431,0.498333202,0.580265246,0.023161574,0.001900425,0.0483041,0.16078561,0.046399934,0.499054784,0.023834617
country_cohort,0.00990099,3494,0.827696764,0.019145848,0.828151024,0.496245638,0.026761179,0.499331677,0.74923427,0.020137677,-0.004396086,0.04134915,0.499254201,0.040387634,0.496156702,0.020559473
csection,0.524158416,794,0.496882104,0.033923179,0.493459012,0.500994552,0.041902805,0.495557598,0.497650505,0.031383433,0.002345422,0.071014581,-0.004673414,0.062958329,0.499125758,0.035517751
depression_bipolar_schizophrenia,0.581980198,300,0.492990883,0.059471486,0.487029526,0.511444798,0.066495097,0.507274228,0.497450213,0.054962238,0.025874669,0.108454784,-0.005037548,0.110775588,0.506593172,0.051884899
diabetes_typeII_cohort,0.24,120,0.589911111,0.099646001,0.577777778,0.485081903,0.103235921,0.487399447,0.566666667,0.08232726,0.000691068,0.187471101,0.137086803,0.168792758,0.485,0.091210989
dog,0.070693069,2600,0.561121919,0.025969564,0.560410649,0.500049681,0.031370151,0.499083984,0.543659688,0.022568345,-0.002030768,0.053109699,0.087505619,0.045266351,0.497035072,0.02682203
drinks_1_2_cohort,0.197128713,594,0.556934977,0.042345832,0.553049671,0.502236069,0.04630353,0.501328968,0.539835135,0.035487089,0.00720044,0.076690504,0.080019004,0.07125787,0.500063063,0.038234242
drinks_1_cohort,0.13970297,594,0.562567783,0.040484547,0.560933333,0.498197588,0.04164049,0.499339756,0.542800901,0.036105687,-0.006850616,0.076193813,0.086127358,0.072681569,0.493482883,0.037871035
drinks_2_3_cohort,0.034752475,594,0.610860927,0.039800243,0.60655588,0.498307926,0.041458237,0.49611732,0.576599099,0.037648336,-9.97E-05,0.075771136,0.154098974,0.075679056,0.497245045,0.038426268
drinks_3_4_cohort,0.138514851,304,0.602011773,0.061365135,0.610283934,0.494748594,0.070992334,0.496695945,0.568026316,0.057476208,-0.006633881,0.103242149,0.137125046,0.115930792,0.486578947,0.049090763
drinks_4_plus_cohort,0.213366337,194,0.606703736,0.072815648,0.610355556,0.510155588,0.093217251,0.509314374,0.577316667,0.069284296,0.021686582,0.144967255,0.156581642,0.140197638,0.499958333,0.073105173
fungal_overgrowth,0.354455446,298,0.539508601,0.059646231,0.541271001,0.505822435,0.06807056,0.504126082,0.533570413,0.052588166,0.008154619,0.114201239,0.0677426,0.106196042,0.495949502,0.05677774
gender_healthy_cohort,0.00990099,4062,0.693321259,0.023548745,0.688737834,0.500807237,0.02909226,0.502330246,0.642314114,0.021220766,-0.001975974,0.054599909,0.28503203,0.042465553,0.497468995,0.027660946
gluten_alergy_cohort,0.212376238,260,0.572820687,0.061878742,0.574839302,0.498577965,0.068882736,0.491767922,0.550137311,0.055587238,0.004753899,0.125290998,0.101687351,0.112868072,0.494318182,0.06160531
IBD_cohort,0.038217822,338,0.635019809,0.04911294,0.635766529,0.484043027,0.066540573,0.48301877,0.600669989,0.044248101,-0.021291509,0.1132949,0.203399295,0.089199023,0.483372093,0.057009221
ibs,0.240792079,1078,0.534956519,0.033607009,0.534676558,0.499783598,0.0321688,0.504898978,0.526374793,0.029617528,0.006311193,0.054174712,0.05294891,0.059490258,0.500862355,0.027461298
iud_cohort,0.400594059,244,0.529001555,0.067237165,0.528232166,0.501999413,0.077734233,0.501338473,0.52,0.061568131,0.001204822,0.132607474,0.040640682,0.124193645,0.489801075,0.063737073
lactose,0.447821782,1230,0.509357019,0.025304698,0.504311435,0.503268735,0.027483999,0.501349528,0.505678423,0.022223875,0.004483691,0.050807873,0.011408528,0.044583823,0.500423139,0.025788826
liver_disease,0.434257426,130,0.530773816,0.083685091,0.533203125,0.505851661,0.100231957,0.498007462,0.539852941,0.083506026,0.013235669,0.168002446,0.080195426,0.171898539,0.489816176,0.087205007
lung_disease,0.307821782,970,0.519202718,0.036370123,0.521258794,0.494452556,0.037598705,0.491724123,0.514320214,0.033318139,-0.006254422,0.070142973,0.028669448,0.066778803,0.494657228,0.034913649
mental_illness,0.385346535,914,0.522371819,0.035639931,0.519202798,0.504993366,0.042201623,0.506334094,0.517421815,0.030151915,0.008904285,0.071280227,0.034959376,0.060508423,0.501467582,0.034718305
mental_illness_type_depression,0.334059406,780,0.532044479,0.035353754,0.53531761,0.507335683,0.043367518,0.502504079,0.52231012,0.032554873,0.009221761,0.076745144,0.044729499,0.065335912,0.501313381,0.037224827
migraine,0.088217822,1014,0.564680155,0.033157836,0.569450875,0.49283988,0.037837057,0.497343434,0.549313211,0.026497256,-0.00535026,0.063761951,0.099013837,0.053148594,0.495111236,0.031623419
multivitamin,0.014455446,2670,0.591498896,0.02282721,0.593459421,0.491425955,0.029772865,0.491337347,0.56786082,0.021078198,-0.00433402,0.052238299,0.135947194,0.042247134,0.495907242,0.025554191
nail_biter,0.305940594,1750,0.517430477,0.028108386,0.517539484,0.496882698,0.027949479,0.497968009,0.510585533,0.023876663,-0.00150055,0.050758852,0.021189634,0.047817162,0.497443253,0.025297241
no_gluten_cohort,0.01049505,1256,0.64344233,0.028070234,0.644316199,0.496960499,0.030227527,0.499806905,0.608726115,0.02214702,-0.006172791,0.050660916,0.217862197,0.044460792,0.494936306,0.024561946
non_food_allergies_beestings,0.432178218,278,0.506383949,0.052068536,0.509795918,0.491465237,0.065946223,0.493456525,0.499273109,0.046401542,-0.00685778,0.112204542,-0.001415991,0.093765078,0.488920168,0.056488894
non_food_allergies_drug_eg_penicillin,0.035148515,1354,0.572338935,0.027872366,0.571662407,0.49288826,0.032554488,0.496013909,0.551307692,0.02445182,-0.008928375,0.053084849,0.102944455,0.04899297,0.49354142,0.026706468
non_food_allergies_pet_dander,0.38970297,1100,0.516726098,0.036153256,0.51651453,0.503029227,0.034107138,0.501655111,0.508698826,0.029401659,0.005820505,0.062249855,0.017419213,0.059005686,0.500942558,0.031003583
non_food_allergies_poison_ivyoak,0.22950495,1018,0.536996387,0.028969158,0.53818213,0.500936452,0.035327706,0.505564277,0.5270414,0.027319693,0.003082893,0.062323771,0.05420714,0.054725374,0.49920737,0.031261192
non_food_allergies_sun,0.247920792,170,0.592825519,0.07171536,0.594104308,0.514005544,0.09008252,0.511673104,0.566904762,0.062085827,0.015992094,0.160786165,0.13587768,0.125978574,0.498950216,0.078751367
nplant_11_20_cohort,0.085544554,374,0.608569113,0.057153217,0.612267995,0.489419556,0.058269087,0.487856281,0.574435708,0.049106766,-0.015472207,0.101120295,0.149869537,0.098743853,0.4864963,0.051417029
nplant_21_30_cohort,0.071089109,374,0.613978202,0.046735537,0.613204189,0.495404518,0.060978559,0.492261905,0.58122803,0.041854289,-0.004162711,0.098843746,0.164362003,0.085128792,0.490573543,0.049462318
nplant_30_plus_cohort,0.017920792,374,0.684335579,0.049601139,0.681238185,0.492366378,0.062515033,0.488244855,0.639037928,0.045146691,-0.017162833,0.109797753,0.28007124,0.090768295,0.484456522,0.053858598
nplant_6_10_cohort,0.302970297,374,0.537061745,0.046108636,0.540742417,0.495826906,0.058847008,0.498859651,0.530904255,0.04305174,-0.018585301,0.105765348,0.062777853,0.087476809,0.486561055,0.053831049
Obese_cohort,0.016237624,838,0.645262251,0.03893619,0.644761905,0.501365034,0.037408195,0.503696968,0.602878205,0.03526833,0.007737727,0.067838037,0.206270444,0.070669733,0.501246337,0.033236902
omnivore_noRed_cohort,0.53039604,586,0.49829073,0.03832954,0.496296065,0.499006592,0.050958534,0.500471066,0.49931692,0.039713342,0.003777268,0.090904277,-0.001348502,0.079947479,0.498451499,0.045187773
other_supplement_frequency,0.00990099,4002,0.697699824,0.019113613,0.698365453,0.500388079,0.03041446,0.499426628,0.648031062,0.02163963,-0.001144147,0.054774431,0.296482534,0.043395661,0.497297047,0.027266227
Overweight_cohort,0.012871287,2284,0.608178309,0.025614239,0.60890569,0.49369441,0.032049758,0.492761654,0.576910058,0.024869489,-0.006809965,0.050528808,0.154124933,0.049887344,0.49474414,0.025200414
pescatarian_cohort,0.257722772,492,0.545963869,0.046143696,0.550298898,0.500422662,0.048062126,0.500332393,0.529296668,0.041767319,0.001198385,0.087981574,0.058918392,0.083911045,0.495831571,0.044552156
pets_other,0.265940594,710,0.536704107,0.03371539,0.540020199,0.502468527,0.041400024,0.500852932,0.521018897,0.031003945,-7.24E-05,0.0716943,0.042275823,0.062297631,0.496849464,0.036048642
pill_cohort,0.586534653,338,0.496351707,0.053698365,0.489795918,0.512170074,0.06317377,0.505400824,0.49326412,0.050287526,0.018889317,0.106526443,-0.013610822,0.101316647,0.502837763,0.052261226
seasonal_allergies,0.01009901,3344,0.639295281,0.024265805,0.637684933,0.496454877,0.031158223,0.492622765,0.601171777,0.023377724,-0.001585564,0.051856909,0.20269184,0.046817233,0.497439982,0.025686345
sibo,0.128613861,138,0.643008618,0.080388592,0.648788927,0.48990479,0.097524418,0.487000192,0.614052288,0.072146028,-0.00067989,0.163969519,0.232042659,0.146711202,0.481781046,0.081794512
skin_condition,0.114059406,2074,0.550254806,0.025636012,0.549911488,0.500623401,0.030548751,0.501186992,0.536020594,0.023348754,0.002607056,0.049997542,0.072179899,0.046763925,0.499702042,0.02479488
softener,0.00990099,3174,0.62715563,0.027204764,0.621937245,0.504483113,0.028829287,0.509603621,0.596035812,0.024529916,0.005268682,0.049118118,0.192394822,0.049149447,0.500986318,0.024702711
specialized_diet_exclude_dairy,0.595148515,362,0.485831263,0.05670154,0.482098765,0.502305592,0.061339282,0.503591015,0.489072464,0.055197429,0.009563982,0.112788612,-0.022011808,0.111113432,0.498985507,0.055097492
specialized_diet_exclude_refined_sugars,0.143366337,524,0.577061134,0.0456321,0.576917806,0.499008328,0.054952775,0.504388672,0.554282051,0.041023084,0.006347717,0.090192341,0.108980072,0.082316825,0.497534965,0.045227973
specialized_diet_modified_paleo_diet,0.113663366,310,0.605608275,0.063923742,0.61078238,0.490810467,0.063773383,0.477655075,0.576096491,0.053738455,-0.006953303,0.103736705,0.153434883,0.107999278,0.487759784,0.052176047
specialized_diet_other_restrictions_not_described_here,0.177821782,406,0.55878698,0.048189552,0.558246828,0.486948749,0.057464476,0.480138592,0.545621569,0.04368895,-0.026024759,0.098581949,0.091973383,0.088001693,0.483611765,0.049271948
specialized_diet_paleodiet_or_primal_diet,0.322871287,108,0.57146812,0.101636612,0.571428571,0.500581122,0.106967872,0.494474153,0.542472527,0.088889162,0.010491374,0.175146558,0.088030824,0.184015875,0.479478022,0.084176698
specialized_diet_westenprice_or_other_lowgrain_low_processed_fo,0.156732673,340,0.571143198,0.053379406,0.571570295,0.489186336,0.059052474,0.49011764,0.548239203,0.046133006,-0.017718216,0.101770707,0.097101701,0.092978267,0.48341639,0.049432019
thyroid,0.242475248,788,0.531674905,0.03248323,0.530989635,0.494546353,0.038009581,0.497390721,0.518374562,0.03043761,-0.009558021,0.068458267,0.036957031,0.061240523,0.491329107,0.035047383
tonsils_removed,0.034356436,1970,0.569642716,0.024930071,0.567352512,0.497255792,0.027105486,0.494461724,0.553502389,0.023827963,-0.002985948,0.047075019,0.107219754,0.047779942,0.496856013,0.023778153
uk_immigrant_cohort,0.311386139,470,0.539692515,0.040858016,0.534334126,0.499638789,0.056500651,0.505704696,0.528196961,0.038749798,0.000312653,0.088605833,0.05666088,0.077770458,0.49565751,0.043613468
Underweight_cohort,0.353663366,294,0.5279467,0.053468991,0.526661797,0.489929721,0.067548965,0.502719863,0.51414039,0.054974927,-0.016388766,0.121842517,0.028270856,0.110978519,0.485319069,0.060583862
usa_immigrant_cohort,0.108019802,506,0.587459877,0.049424162,0.587679516,0.494310275,0.054158993,0.487189783,0.560502232,0.045597844,-0.010149817,0.091379801,0.12181039,0.091604894,0.489810268,0.044480715
vegan_cohort,0.04960396,242,0.665183247,0.056321123,0.657777778,0.504474277,0.081491787,0.50945495,0.616887097,0.051498478,0.015111422,0.134907704,0.236690737,0.103833844,0.49922043,0.067659507
vegetarian_cohort,0.084554455,444,0.595780804,0.047911943,0.590191748,0.489479483,0.055391741,0.481111,0.569194805,0.042565536,-0.012888863,0.08660242,0.139147997,0.08567206,0.487396104,0.043973605
weigth_decrease_cohort,0.391782178,710,0.520681376,0.034555028,0.52209317,0.505652481,0.040631689,0.500905548,0.51546093,0.032007071,0.005815318,0.069695668,0.030968276,0.064185145,0.499075587,0.034788978
weigth_increase_cohort,0.419405941,640,0.509742969,0.043445278,0.509375,0.49549432,0.042874694,0.497571893,0.510625,0.039026233,-0.013525408,0.074169662,0.021407322,0.078516503,0.4879375,0.036155642
