sample_number,pairdist,target,pairID
ERR2032436,2.072347155,1,213
ERR2314218,2.072347155,0,213
ERR2697576,2.077448161,1,178
ERR2303993,2.077448161,0,178
ERR2309320,2.079501279,1,19
ERR2306223,2.079501279,0,19
ERR2306206,2.081590467,1,207
ERR2405072,2.081590467,0,207
ERR1846217,2.086779426,1,79
ERR2304103,2.086779426,0,79
ERR2032825,2.089449464,1,123
ERR2579927,2.089449464,0,123
ERR2696444,2.094021422,1,223
ERR2697697,2.094021422,0,223
ERR2033463,2.10907876,1,126
ERR2405173,2.10907876,0,126
ERR2033474,2.113586841,1,91
ERR2579545,2.113586841,0,91
ERR2032614,2.125458026,1,113
ERR2303867,2.125458026,0,113
ERR2309326,2.148537412,1,5
ERR2308878,2.148537412,0,5
ERR2309364,2.153998269,1,198
ERR2032201,2.153998269,0,198
ERR2319490,2.164902371,1,158
ERR2306243,2.164902371,0,158
ERR2309385,2.168258241,1,177
ERR2319835,2.168258241,0,177
ERR2314209,2.196228506,1,111
ERR2306205,2.196228506,0,111
ERR2579758,2.200773374,1,230
ERR2523903,2.200773374,0,230
ERR2032845,2.203124811,1,165
ERR2092445,2.203124811,0,165
ERR2696990,2.207614423,1,212
ERR2696632,2.207614423,0,212
ERR2579522,2.216263133,1,280
ERR2092173,2.216263133,0,280
ERR2032567,2.218287169,1,166
ERR2308542,2.218287169,0,166
ERR2092344,2.218297386,1,263
ERR2405248,2.218297386,0,263
