sample_number,pairdist,target,pairID
ERR2696642,1.71766951,1,16
ERR2057113,1.71766951,0,16
ERR2319305,1.738419411,1,21
ERR2319505,1.738419411,0,21
ERR2092425,1.751522625,1,6
ERR2057092,1.751522625,0,6
ERR2057218,1.756557886,1,54
ERR2032328,1.756557886,0,54
ERR2314225,1.7890227,1,1
ERR2309189,1.7890227,0,1
ERR2092442,1.800414442,1,136
ERR2579904,1.800414442,0,136
ERR2524168,1.806756544,1,94
ERR2308936,1.806756544,0,94
ERR2523866,1.815729547,1,137
ERR2306177,1.815729547,0,137
ERR2308942,1.821509065,1,93
ERR2308944,1.821509065,0,93
ERR2032913,1.847209465,1,85
ERR2697558,1.847209465,0,85
ERR2306258,1.858647814,1,13
ERR2056791,1.858647814,0,13
ERR1846143,1.916008937,1,210
ERR2309364,1.916008937,0,210
ERR2405369,1.927870591,1,9
ERR2309338,1.927870591,0,9
ERR2092042,2.000900826,1,81
ERR2697718,2.000900826,0,81
ERR2309396,2.020584447,1,139
ERR2308940,2.020584447,0,139
ERR2092173,2.023170433,1,58
ERR2314188,2.023170433,0,58
ERR2697638,2.031473965,1,48
ERR2319371,2.031473965,0,48
ERR2318242,2.03853965,1,130
ERR2308827,2.03853965,0,130
ERR2579824,2.054371527,1,53
ERR2697925,2.054371527,0,53
ERR1854676,2.085801008,1,116
ERR2032567,2.085801008,0,116
ERR2319503,2.086265535,1,41
ERR2092189,2.086265535,0,41
ERR2697897,2.090343968,1,121
ERR2697805,2.090343968,0,121
ERR2091983,2.094721786,1,80
ERR1846146,2.094721786,0,80
ERR2696573,2.110153052,1,123
ERR2308565,2.110153052,0,123
ERR2405257,2.12520256,1,34
ERR2092204,2.12520256,0,34
ERR2696605,2.155644516,1,33
ERR2697633,2.155644516,0,33
ERR2523987,2.169604631,1,128
ERR2579562,2.169604631,0,128
ERR2032270,2.197583903,1,141
ERR2404978,2.197583903,0,141
ERR2313983,2.235514194,1,157
ERR2032436,2.235514194,0,157
ERR2309426,2.243992557,1,145
ERR2309409,2.243992557,0,145
ERR2697028,2.24864826,1,8
ERR2318087,2.24864826,0,8
ERR2405368,2.250273093,1,91
ERR2405356,2.250273093,0,91
ERR2579461,2.260471377,1,159
ERR2404913,2.260471377,0,159
ERR2032292,2.276554002,1,43
ERR2579475,2.276554002,0,43
ERR2319397,2.284490526,1,89
ERR2318157,2.284490526,0,89
ERR2405072,2.291913595,1,24
ERR2309200,2.291913595,0,24
ERR2091945,2.298627692,1,7
ERR2697749,2.298627692,0,7
ERR1843846,2.302656649,1,42
ERR2696729,2.302656649,0,42
ERR2579561,2.324638043,1,147
ERR2308800,2.324638043,0,147
ERR2091899,2.331657655,1,87
ERR2091975,2.331657655,0,87
ERR2579838,2.345287299,1,11
ERR2306206,2.345287299,0,11
ERR2032521,2.35768998,1,75
ERR2056792,2.35768998,0,75
ERR2696577,2.381100157,1,15
ERR2579715,2.381100157,0,15
ERR2308557,2.382701408,1,96
ERR2697576,2.382701408,0,96
ERR1845731,2.40515397,1,233
ERR2308806,2.40515397,0,233
ERR2696884,2.411815003,1,37
ERR2306155,2.411815003,0,37
ERR2523986,2.416086346,1,60
ERR2405362,2.416086346,0,60
ERR2579866,2.417699038,1,100
ERR2696750,2.417699038,0,100
ERR2405084,2.434834701,1,47
ERR2579522,2.434834701,0,47
ERR2696514,2.44613127,1,127
ERR2091978,2.44613127,0,127
ERR2314134,2.46724623,1,62
ERR2314209,2.46724623,0,62
ERR2092470,2.474347879,1,57
ERR2033466,2.474347879,0,57
ERR2304153,2.480682995,1,113
ERR1854810,2.480682995,0,113
ERR2057102,2.501936265,1,86
ERR2696739,2.501936265,0,86
ERR2579694,2.512032498,1,107
ERR2696531,2.512032498,0,107
ERR2314060,2.526246025,1,69
ERR1845860,2.526246025,0,69
ERR2314373,2.535989809,1,241
ERR2308866,2.535989809,0,241
ERR2309370,2.572089721,1,64
ERR2056855,2.572089721,0,64
ERR2318007,2.579307371,1,204
ERR2579864,2.579307371,0,204
ERR2579466,2.58237887,1,101
ERR2032406,2.58237887,0,101
ERR2697740,2.611709097,1,70
ERR2696716,2.611709097,0,70
ERR2405268,2.611795144,1,245
ERR2579895,2.611795144,0,245
ERR2314085,2.613509782,1,49
ERR2304147,2.613509782,0,49
ERR2032296,2.628933133,1,112
ERR2306256,2.628933133,0,112
ERR2404989,2.636964782,1,56
ERR2696717,2.636964782,0,56
ERR2303837,2.641607423,1,76
ERR2033463,2.641607423,0,76
ERR2033468,2.642964092,1,18
ERR2303955,2.642964092,0,18
ERR2033475,2.657996465,1,216
ERR2696677,2.657996465,0,216
ERR2091840,2.663083583,1,102
ERR2306232,2.663083583,0,102
ERR2404984,2.670924078,1,111
ERR2057147,2.670924078,0,111
ERR2579400,2.680052896,1,118
ERR1841824,2.680052896,0,118
ERR2696976,2.699342284,1,142
ERR2308651,2.699342284,0,142
ERR1854692,2.72888998,1,167
ERR2308931,2.72888998,0,167
ERR2304054,2.737023308,1,209
ERR2057014,2.737023308,0,209
ERR2091987,2.740825581,1,106
ERR2314313,2.740825581,0,106
ERR2091949,2.746984201,1,124
ERR2032721,2.746984201,0,124
ERR2308624,2.766357302,1,95
ERR2523955,2.766357302,0,95
ERR2579553,2.776351872,1,66
ERR2319540,2.776351872,0,66
ERR2696830,2.786734107,1,108
ERR2306109,2.786734107,0,108
ERR2304014,2.796250999,1,2
ERR2032838,2.796250999,0,2
ERR2405130,2.804987817,1,153
ERR2304009,2.804987817,0,153
ERR2318009,2.84107461,1,88
ERR2306164,2.84107461,0,88
ERR2314072,2.851398755,1,30
ERR2309320,2.851398755,0,30
ERR2697699,2.858481022,1,175
ERR2579551,2.858481022,0,175
ERR2696510,2.859454209,1,71
ERR2697719,2.859454209,0,71
ERR2057155,2.86203522,1,50
ERR2404919,2.86203522,0,50
ERR2314211,2.870690949,1,45
ERR2697656,2.870690949,0,45
ERR2056873,2.885261802,1,67
ERR2579440,2.885261802,0,67
ERR2696566,2.89038248,1,126
ERR2696678,2.89038248,0,126
ERR2032749,2.909003059,1,131
ERR2696589,2.909003059,0,131
ERR2091982,2.936608492,1,83
ERR2319490,2.936608492,0,83
ERR2314214,2.940875616,1,59
ERR2696453,2.940875616,0,59
ERR2032935,2.944100205,1,36
ERR2032825,2.944100205,0,36
ERR2314203,2.95804836,1,63
ERR1854738,2.95804836,0,63
ERR2091934,2.974873573,1,168
ERR2318050,2.974873573,0,168
ERR2306223,2.980695728,1,44
ERR2405076,2.980695728,0,44
ERR2056817,2.980922807,1,146
ERR2696437,2.980922807,0,146
ERR2308934,2.983781076,1,243
ERR2091851,2.983781076,0,243
ERR1846121,2.991241788,1,150
ERR2579403,2.991241788,0,150
ERR2579460,2.992251587,1,164
ERR2308908,2.992251587,0,164
ERR2032237,2.998471309,1,99
ERR2696445,2.998471309,0,99
ERR2697698,3.019449115,1,183
ERR2306233,3.019449115,0,183
ERR2697734,3.035678159,1,90
ERR2319418,3.035678159,0,90
ERR1846079,3.066134967,1,165
ERR2308636,3.066134967,0,165
ERR2309197,3.074533084,1,68
ERR2092003,3.074533084,0,68
ERR2697995,3.080599534,1,120
ERR2697563,3.080599534,0,120
ERR2309351,3.08560031,1,223
ERR2696623,3.08560031,0,223
ERR2091893,3.094486503,1,217
ERR2319326,3.094486503,0,217
ERR2405294,3.100451152,1,163
ERR2057131,3.100451152,0,163
ERR2092092,3.101712354,1,105
ERR1842732,3.101712354,0,105
ERR2405207,3.116508824,1,132
ERR2032592,3.116508824,0,132
ERR2032791,3.142020516,1,97
ERR2314094,3.142020516,0,97
ERR2523867,3.142087154,1,239
ERR2032911,3.142087154,0,239
ERR1843793,3.143305452,1,103
ERR2032836,3.143305452,0,103
ERR2306149,3.159410916,1,109
ERR2306163,3.159410916,0,109
ERR2696523,3.164804077,1,72
ERR2032192,3.164804077,0,72
ERR2032942,3.166085361,1,122
ERR2092195,3.166085361,0,122
ERR2696443,3.17311809,1,191
ERR2314195,3.17311809,0,191
ERR2696963,3.212378481,1,110
ERR2405136,3.212378481,0,110
ERR2303987,3.215598908,1,224
ERR2308873,3.215598908,0,224
ERR2056939,3.243558141,1,114
ERR2404903,3.243558141,0,114
ERR2696522,3.271162985,1,117
ERR2696990,3.271162985,0,117
ERR2318196,3.314259847,1,220
ERR2304039,3.314259847,0,220
ERR2314059,3.327461745,1,135
ERR2696650,3.327461745,0,135
ERR2696706,3.350843595,1,227
ERR2032614,3.350843595,0,227
ERR2306143,3.353660985,1,4
ERR2697645,3.353660985,0,4
ERR2032698,3.374347895,1,119
ERR1842707,3.374347895,0,119
ERR2697882,3.376943142,1,92
ERR2032856,3.376943142,0,92
ERR2404921,3.392957477,1,244
ERR1842850,3.392957477,0,244
ERR2405173,3.393754343,1,184
ERR2318207,3.393754343,0,184
ERR2405347,3.441594668,1,170
ERR2032837,3.441594668,0,170
ERR2696756,3.446460734,1,22
ERR1854820,3.446460734,0,22
ERR2696631,3.471523587,1,134
ERR2404965,3.471523587,0,134
ERR2697583,3.474470697,1,138
ERR2697020,3.474470697,0,138
ERR2057211,3.488375067,1,190
ERR2308625,3.488375067,0,190
ERR2308637,3.489894723,1,158
ERR2405015,3.489894723,0,158
ERR2696708,3.50430953,1,23
ERR2056888,3.50430953,0,23
ERR2056964,3.51483363,1,172
ERR2309211,3.51483363,0,172
ERR1846183,3.531815096,1,208
ERR2308953,3.531815096,0,208
ERR2318020,3.54492865,1,236
ERR2696674,3.54492865,0,236
