sample_number,pairdist,target,pairID
ERR2309211,1.339243896,1,181
ERR2318189,1.339243896,0,181
ERR2308940,1.340048907,1,155
ERR2319581,1.340048907,0,155
ERR2524123,1.343635098,1,179
ERR1846155,1.343635098,0,179
ERR2092195,1.359954118,1,104
ERR1842701,1.359954118,0,104
ERR2309332,1.365584675,1,189
ERR2696851,1.365584675,0,189
ERR2696920,1.36610064,1,54
ERR2579653,1.36610064,0,54
ERR2032802,1.368357458,1,258
ERR2303846,1.368357458,0,258
ERR2696890,1.392808874,1,191
ERR2319343,1.392808874,0,191
ERR2308945,1.403977034,1,4
ERR2696754,1.403977034,0,4
ERR2698935,1.428595845,1,69
ERR1854680,1.428595845,0,69
ERR2579921,1.437738329,1,9
ERR1845852,1.437738329,0,9
ERR2033466,1.444609514,1,205
ERR2696868,1.444609514,0,205
ERR2092109,1.447341477,1,132
ERR2405124,1.447341477,0,132
ERR2579397,1.484390636,1,241
ERR2579683,1.484390636,0,241
ERR2696717,1.489337504,1,83
ERR2057011,1.489337504,0,83
ERR2308944,1.497491873,1,3
ERR2032574,1.497491873,0,3
ERR2404978,1.500798406,1,59
ERR2319454,1.500798406,0,59
ERR2697645,1.503095944,1,98
ERR2523980,1.503095944,0,98
ERR2697702,1.506269456,1,116
ERR2304121,1.506269456,0,116
ERR1846146,1.5103783,1,142
ERR2303887,1.5103783,0,142
ERR2314095,1.511391868,1,193
ERR1842836,1.511391868,0,193
ERR2579485,1.511838435,1,161
ERR2319865,1.511838435,0,161
ERR2308873,1.514703244,1,219
ERR2304057,1.514703244,0,219
ERR2092344,1.529019724,1,263
ERR2319578,1.529019724,0,263
ERR2696437,1.531707977,1,283
ERR2579428,1.531707977,0,283
ERR2697656,1.532408452,1,218
ERR2314141,1.532408452,0,218
ERR2579655,1.539194932,1,136
ERR2524143,1.539194932,0,136
ERR2032536,1.54398719,1,186
ERR2032793,1.54398719,0,186
ERR1846096,1.544487229,1,310
ERR2306159,1.544487229,0,310
ERR2091864,1.553122413,1,39
ERR2092366,1.553122413,0,39
ERR2032462,1.557587612,1,299
ERR2092452,1.557587612,0,299
ERR2309189,1.565170469,1,14
ERR1854691,1.565170469,0,14
ERR2306177,1.565762104,1,117
ERR2314259,1.565762104,0,117
ERR2697558,1.568425751,1,185
ERR2306118,1.568425751,0,185
ERR1854810,1.568720602,1,29
ERR2317998,1.568720602,0,29
ERR2579864,1.569521941,1,202
ERR2314128,1.569521941,0,202
ERR2405136,1.56982721,1,102
ERR2318174,1.56982721,0,102
ERR2697896,1.570964665,1,281
ERR2697608,1.570964665,0,281
ERR2697719,1.572715486,1,262
ERR2091934,1.572715486,0,262
ERR2308930,1.573291493,1,222
ERR2308896,1.573291493,0,222
ERR1845941,1.588320881,1,133
ERR2032286,1.588320881,0,133
ERR2696520,1.592142518,1,240
ERR2319231,1.592142518,0,240
ERR2696739,1.599630012,1,40
ERR2308807,1.599630012,0,40
ERR2308625,1.607782184,1,67
ERR1845937,1.607782184,0,67
ERR2405362,1.613905257,1,254
ERR2303812,1.613905257,0,254
ERR2696723,1.615188583,1,151
ERR2308550,1.615188583,0,151
ERR2696694,1.617574003,1,176
ERR2309327,1.617574003,0,176
ERR1854820,1.617636872,1,108
ERR2524149,1.617636872,0,108
ERR2696649,1.619422842,1,74
ERR2303879,1.619422842,0,74
ERR1854670,1.620822695,1,7
ERR2314069,1.620822695,0,7
ERR2308947,1.622578337,1,21
ERR2405292,1.622578337,0,21
ERR2033474,1.624067745,1,91
ERR2405162,1.624067745,0,91
ERR2303955,1.63040903,1,114
ERR2092059,1.63040903,0,114
ERR2032836,1.634520778,1,48
ERR2032853,1.634520778,0,48
ERR2032911,1.6346297,1,289
ERR2032591,1.6346297,0,289
ERR2318052,1.635430657,1,173
ERR2319363,1.635430657,0,173
ERR2319580,1.643133312,1,143
ERR1842497,1.643133312,0,143
ERR2318157,1.645963943,1,26
ERR2697862,1.645963943,0,26
ERR2309364,1.655359785,1,198
ERR2314159,1.655359785,0,198
ERR2314098,1.656448668,1,81
ERR2308853,1.656448668,0,81
ERR2056908,1.661117511,1,303
ERR2306207,1.661117511,0,303
ERR2579501,1.675468172,1,243
ERR2319591,1.675468172,0,243
ERR1854738,1.677545762,1,72
ERR2091972,1.677545762,0,72
ERR2319505,1.686229344,1,201
ERR1846176,1.686229344,0,201
ERR2304084,1.696438556,1,44
ERR2032550,1.696438556,0,44
ERR2309192,1.700170364,1,93
ERR2579386,1.700170364,0,93
ERR2314094,1.702891302,1,78
ERR2092039,1.702891302,0,78
ERR2308908,1.711667123,1,210
ERR2579956,1.711667123,0,210
ERR2318177,1.720955918,1,242
ERR2523899,1.720955918,0,242
ERR2696589,1.726916275,1,168
ERR2304045,1.726916275,0,168
ERR2304039,1.733098839,1,64
ERR2306128,1.733098839,0,64
ERR2318202,1.746712683,1,101
ERR2056879,1.746712683,0,101
ERR2319601,1.747359887,1,184
ERR2032551,1.747359887,0,184
ERR2309409,1.748042707,1,152
ERR2308528,1.748042707,0,152
ERR2698041,1.750645701,1,295
ERR2696735,1.750645701,0,295
ERR2056792,1.751163312,1,22
ERR2303878,1.751163312,0,22
ERR2092388,1.753926613,1,294
ERR2319851,1.753926613,0,294
ERR2304001,1.756142845,1,292
ERR2313944,1.756142845,0,292
ERR2319326,1.757917102,1,239
ERR2092091,1.757917102,0,239
ERR2032587,1.766197941,1,288
ERR2032800,1.766197941,0,288
ERR2308824,1.767986868,1,16
ERR2696667,1.767986868,0,16
ERR1846070,1.781658877,1,300
ERR2056969,1.781658877,0,300
ERR2405074,1.787510465,1,270
ERR2696842,1.787510465,0,270
ERR2309326,1.795783667,1,5
ERR2306095,1.795783667,0,5
ERR2697075,1.797613969,1,286
ERR2092110,1.797613969,0,286
ERR2032856,1.800527048,1,170
ERR2314225,1.800527048,0,170
ERR2057223,1.805722664,1,127
ERR2032387,1.805722664,0,127
ERR2306103,1.817805488,1,96
ERR2697972,1.817805488,0,96
ERR2032833,1.852179601,1,125
ERR2033214,1.852179601,0,125
ERR2319475,1.857195812,1,216
ERR2697006,1.857195812,0,216
ERR2056791,1.858647814,1,12
ERR2306258,1.858647814,0,12
ERR2309323,1.868860677,1,235
ERR2405254,1.868860677,0,235
ERR2308651,1.903847806,1,199
ERR2319305,1.903847806,0,199
ERR2309339,1.910069706,1,52
ERR1843791,1.910069706,0,52
ERR2308921,1.911459598,1,38
ERR2579539,1.911459598,0,38
ERR2314136,1.913241177,1,209
ERR2056998,1.913241177,0,209
ERR2696990,1.916861295,1,212
ERR2308584,1.916861295,0,212
ERR2308800,1.917330364,1,192
ERR2304100,1.917330364,0,192
ERR2306256,1.926829663,1,259
ERR2092373,1.926829663,0,259
ERR2033463,1.940675463,1,126
ERR2318138,1.940675463,0,126
ERR2308798,1.955892696,1,76
ERR2579848,1.955892696,0,76
ERR1846217,1.969192839,1,79
ERR2405255,1.969192839,0,79
ERR2306217,1.970600919,1,175
ERR1846093,1.970600919,0,175
ERR2696725,1.971224699,1,279
ERR2697700,1.971224699,0,279
ERR2306109,1.979836772,1,200
ERR2318076,1.979836772,0,200
ERR2314195,1.98059806,1,260
ERR2696548,1.98059806,0,260
ERR2308646,2.000384504,1,195
ERR2579720,2.000384504,0,195
ERR2319540,2.004904507,1,31
ERR2587889,2.004904507,0,31
ERR2309338,2.006669301,1,128
ERR2057164,2.006669301,0,128
ERR1854673,2.009318624,1,11
ERR1854693,2.009318624,0,11
ERR2092090,2.011484039,1,233
ERR2314338,2.011484039,0,233
ERR2032825,2.011735428,1,123
ERR2057182,2.011735428,0,123
