sample_number,pairdist,target,pairID
ERR2698041,2.411237488,0,166
ERR1854752,2.417023105,1,182
ERR2057141,2.417023105,0,182
ERR2309426,2.440922863,1,175
ERR2309326,2.440922863,0,175
ERR2308810,2.442940182,1,4
ERR2319601,2.442940182,0,4
ERR2032873,2.452194761,1,12
ERR2314098,2.452194761,0,12
ERR2057109,2.484168936,1,134
ERR2405342,2.484168936,0,134
ERR2309315,2.484217927,1,111
ERR2306164,2.484217927,0,111
ERR2405258,2.485530964,1,61
ERR1846043,2.485530964,0,61
ERR2405354,2.498921383,1,103
ERR2309189,2.498921383,0,103
ERR1845782,2.502779438,1,13
ERR2308873,2.502779438,0,13
ERR1846127,2.502916383,1,140
ERR2306233,2.502916383,0,140
ERR2308889,2.509144489,1,60
ERR2032802,2.509144489,0,60
ERR2579650,2.509239515,1,86
ERR2697718,2.509239515,0,86
ERR2697985,2.509801629,1,125
ERR2524116,2.509801629,0,125
ERR2405384,2.514688216,1,105
ERR2092204,2.514688216,0,105
ERR2697950,2.518579741,1,131
ERR2696531,2.518579741,0,131
ERR2697044,2.522732216,1,121
ERR1842707,2.522732216,0,121
ERR2308935,2.524526577,1,46
ERR1854675,2.524526577,0,46
ERR2314351,2.545861953,1,109
ERR2318085,2.545861953,0,109
ERR2032584,2.577041808,1,96
ERR2092090,2.577041808,0,96
ERR2697991,2.596333221,1,147
ERR2306217,2.596333221,0,147
ERR2579489,2.610152738,1,116
ERR2697702,2.610152738,0,116
ERR2524108,2.611411332,1,11
ERR2579562,2.611411332,0,11
ERR2405177,2.612705998,1,99
ERR2308625,2.612705998,0,99
ERR1842633,2.639981182,1,35
ERR2308646,2.639981182,0,35
ERR2032872,2.645414071,1,65
ERR2308806,2.645414071,0,65
ERR2405333,2.649060794,1,30
ERR2032825,2.649060794,0,30
ERR2579515,2.650943434,1,23
ERR1854673,2.650943434,0,23
ERR2696976,2.672423103,1,172
ERR2306253,2.672423103,0,172
ERR2696475,2.708569416,1,104
ERR2696890,2.708569416,0,104
ERR2057020,2.716932552,1,173
ERR2696725,2.716932552,0,173
ERR2314059,2.731610449,1,165
ERR2306103,2.731610449,0,165
ERR2697049,2.735466297,1,153
ERR2696729,2.735466297,0,153
ERR2696749,2.748353099,1,54
ERR2308824,2.748353099,0,54
ERR1854816,2.763521448,1,100
ERR2056993,2.763521448,0,100
ERR2697641,2.770544749,1,126
ERR2314094,2.770544749,0,126
ERR1854707,2.770844389,1,90
ERR2698935,2.770844389,0,90
ERR2697830,2.781384198,1,124
ERR2314136,2.781384198,0,124
ERR2696917,2.783004234,1,82
ERR2056855,2.783004234,0,82
ERR2304154,2.788764303,1,159
ERR2405336,2.788764303,0,159
ERR2032568,2.791804597,1,122
ERR2308921,2.791804597,0,122
ERR2523866,2.794902248,1,167
ERR2092189,2.794902248,0,167
ERR2092053,2.795624901,1,154
ERR2696437,2.795624901,0,154
ERR2580098,2.799564144,1,85
ERR2309409,2.799564144,0,85
ERR2032749,2.808596285,1,161
ERR2318157,2.808596285,0,161
ERR2314066,2.813157337,1,181
ERR2319371,2.813157337,0,181
ERR2404921,2.819743275,1,194
ERR2319418,2.819743275,0,194
ERR2308941,2.835213025,1,68
ERR2057108,2.835213025,0,68
ERR2057214,2.835360335,1,47
ERR2579501,2.835360335,0,47
ERR2308845,2.84206922,1,92
ERR2308955,2.84206922,0,92
ERR1845947,2.859033754,1,158
ERR1842374,2.859033754,0,158
ERR2304088,2.872418511,1,128
ERR2033463,2.872418511,0,128
ERR2032871,2.879259508,1,62
ERR2032833,2.879259508,0,62
ERR2697971,2.884530115,1,143
ERR2697633,2.884530115,0,143
ERR2306262,2.895664304,1,34
ERR2032567,2.895664304,0,34
ERR2697795,2.905875884,1,156
ERR2306206,2.905875884,0,156
ERR1841790,2.99917706,1,150
ERR2697018,2.99917706,0,150
ERR2580101,3.009598024,1,127
ERR2306256,3.009598024,0,127
ERR2091873,3.021136128,1,93
ERR2308866,3.021136128,0,93
ERR2308922,3.033593442,1,118
ERR2091872,3.033593442,0,118
ERR2308901,3.039190273,1,67
ERR2696766,3.039190273,0,67
ERR2697835,3.062390665,1,110
ERR2091975,3.062390665,0,110
ERR2405262,3.062428795,1,117
ERR2091882,3.062428795,0,117
ERR2032820,3.076965206,1,45
ERR2696589,3.076965206,0,45
ERR2697583,3.08091691,1,168
ERR2032856,3.08091691,0,168
ERR2579376,3.084819657,1,53
ERR2309339,3.084819657,0,53
ERR2579491,3.096035358,1,142
ERR2579809,3.096035358,0,142
ERR2318020,3.137858343,1,186
ERR2697645,3.137858343,0,186
ERR2056928,3.162222768,1,36
ERR2523955,3.162222768,0,36
ERR2580062,3.176075857,1,81
ERR2404903,3.176075857,0,81
ERR2032219,3.207539909,1,70
ERR2697805,3.207539909,0,70
ERR2405207,3.231729441,1,162
ERR2314188,3.231729441,0,162
ERR1845927,3.237884504,1,114
ERR2091885,3.237884504,0,114
ERR2579561,3.239463084,1,177
ERR2309200,3.239463084,0,177
ERR2092058,3.260080934,1,152
ERR2319490,3.260080934,0,152
ERR2308863,3.26994123,1,91
ERR2318185,3.26994123,0,91
ERR2318242,3.272118881,1,160
ERR2697020,3.272118881,0,160
ERR2056817,3.281889084,1,176
ERR2304009,3.281889084,0,176
ERR2032242,3.29695495,1,119
ERR2405141,3.29695495,0,119
ERR1846168,3.334351576,1,98
ERR2579551,3.334351576,0,98
ERR2579883,3.345416345,1,101
ERR2304102,3.345416345,0,101
ERR1846181,3.354801976,1,89
ERR2032836,3.354801976,0,89
ERR2304131,3.373776154,1,51
ERR2697075,3.373776154,0,51
ERR2308902,3.374318257,1,136
ERR2304133,3.374318257,0,136
ERR2318054,3.382504001,1,178
ERR2697940,3.382504001,0,178
ERR2032431,3.388930196,1,133
ERR2405362,3.388930196,0,133
ERR2308857,3.404279346,1,102
ERR2091851,3.404279346,0,102
ERR2579564,3.414067763,1,148
ERR1845948,3.414067763,0,148
ERR2304078,3.420615451,1,107
ERR2405356,3.420615451,0,107
ERR2697954,3.452579878,1,135
ERR2697925,3.452579878,0,135
ERR2405055,3.509542657,1,185
ERR2697749,3.509542657,0,185
