sample_number,pairdist,target,pairID
ERR2308640,1.656778309,1,24
ERR2057161,1.656778309,0,24
ERR2579501,1.675468172,1,243
ERR2319591,1.675468172,0,243
ERR1854738,1.677545762,1,72
ERR2091972,1.677545762,0,72
ERR2319505,1.686229344,1,201
ERR1846176,1.686229344,0,201
ERR2405200,1.692555998,1,153
ERR2696969,1.692555998,0,153
ERR2304084,1.696438556,1,44
ERR2032550,1.696438556,0,44
ERR2309192,1.700170364,1,93
ERR2579386,1.700170364,0,93
ERR2319490,1.700457031,1,158
ERR2308641,1.700457031,0,158
ERR2696650,1.702129615,1,231
ERR1846025,1.702129615,0,231
ERR2696453,1.707912675,1,149
ERR2306193,1.707912675,0,149
ERR2057113,1.71766951,1,51
ERR2696642,1.71766951,0,51
ERR2696589,1.726916275,1,168
ERR2304045,1.726916275,0,168
ERR2304039,1.733098839,1,64
ERR2306128,1.733098839,0,64
ERR2306103,1.750652665,1,96
ERR2523927,1.750652665,0,96
ERR2308558,1.752952334,1,169
ERR2314099,1.752952334,0,169
ERR2032587,1.766197941,1,288
ERR2032800,1.766197941,0,288
ERR2032592,1.771241088,1,287
ERR2032576,1.771241088,0,287
ERR2309326,1.795783667,1,5
ERR2306095,1.795783667,0,5
ERR2697075,1.797613969,1,286
ERR2092110,1.797613969,0,286
ERR2032856,1.800527048,1,170
ERR2314225,1.800527048,0,170
ERR2308931,1.801991243,1,291
ERR2697035,1.801991243,0,291
