sample_number,pairdist,target,pairID
ERR2092090,2.011484039,1,233
ERR2314338,2.011484039,0,233
ERR2032825,2.011735428,1,123
ERR2057182,2.011735428,0,123
ERR2579895,2.023097193,1,275
ERR2308933,2.023097193,0,275
ERR2318202,2.025960681,1,101
ERR2697894,2.025960681,0,101
ERR2579440,2.028965094,1,211
ERR2092438,2.028965094,0,211
ERR2524116,2.031088858,1,217
ERR2696518,2.031088858,0,217
ERR2319418,2.032862014,1,30
ERR2308606,2.032862014,0,30
ERR2698935,2.041405591,1,69
ERR2696682,2.041405591,0,69
ERR2057113,2.04942597,1,51
ERR1843847,2.04942597,0,51
ERR2308866,2.068328959,1,273
ERR2033626,2.068328959,0,273
ERR2579475,2.077768974,1,80
ERR2057175,2.077768974,0,80
ERR2319475,2.084990652,1,216
ERR2696815,2.084990652,0,216
ERR2308798,2.101671704,1,76
ERR2308753,2.101671704,0,76
ERR2308640,2.11449998,1,24
ERR2057174,2.11449998,0,24
ERR2318087,2.117469882,1,237
ERR2092402,2.117469882,0,237
ERR2319371,2.123546404,1,225
ERR1854703,2.123546404,0,225
ERR2032614,2.125458026,1,113
ERR2303867,2.125458026,0,113
ERR2309320,2.128343904,1,19
ERR2306210,2.128343904,0,19
ERR1845948,2.132740962,1,138
ERR2579539,2.132740962,0,138
ERR2697645,2.141523821,1,98
ERR2308588,2.141523821,0,98
ERR2032280,2.148822782,1,42
ERR2319860,2.148822782,0,42
ERR2306163,2.162436321,1,293
ERR2405338,2.162436321,0,293
ERR2319490,2.164902371,1,158
ERR2306243,2.164902371,0,158
ERR2697702,2.170318083,1,116
ERR2697013,2.170318083,0,116
ERR2696478,2.175283656,1,234
ERR2306131,2.175283656,0,234
ERR2032592,2.181437805,1,287
ERR2697035,2.181437805,0,287
ERR2318185,2.184098853,1,131
ERR2313977,2.184098853,0,131
ERR2696674,2.187336725,1,276
ERR2580090,2.187336725,0,276
ERR2057014,2.187927991,1,82
ERR2303983,2.187927991,0,82
ERR2697031,2.202260793,1,284
ERR2308903,2.202260793,0,284
ERR2092032,2.210611154,1,99
ERR2579526,2.210611154,0,99
ERR2309326,2.212714567,1,5
ERR2092451,2.212714567,0,5
ERR2314136,2.216773783,1,209
ERR2032183,2.216773783,0,209
ERR2032567,2.218287169,1,166
ERR2308542,2.218287169,0,166
ERR2696589,2.236828314,1,168
ERR2091954,2.236828314,0,168
ERR2319281,2.243650237,1,118
ERR2308847,2.243650237,0,118
ERR2092344,2.252075612,1,263
ERR1842116,2.252075612,0,263
ERR2091851,2.255739272,1,95
ERR2309205,2.255739272,0,95
ERR2696729,2.258767319,1,188
ERR2696735,2.258767319,0,188
ERR2523874,2.262988522,1,46
ERR2309405,2.262988522,0,46
ERR2696560,2.277153611,1,115
ERR2318189,2.277153611,0,115
ERR2318052,2.285187903,1,173
ERR2314056,2.285187903,0,173
ERR2524197,2.288443435,1,57
ERR2405255,2.288443435,0,57
ERR2523955,2.294763764,1,1
ERR2314082,2.294763764,0,1
ERR2057092,2.306389305,1,10
ERR2314253,2.306389305,0,10
ERR2314209,2.307619518,1,111
ERR1846145,2.307619518,0,111
ERR2304102,2.311835439,1,92
ERR2318299,2.311835439,0,92
ERR2032856,2.312725093,1,170
ERR2304136,2.312725093,0,170
ERR2091978,2.320918268,1,75
ERR2032750,2.320918268,0,75
ERR2318050,2.323941441,1,171
ERR2091999,2.323941441,0,171
ERR2697925,2.328780075,1,17
ERR1846072,2.328780075,0,17
