sample_number,pairdist,target,pairID
ERR2318016,1.346585047,0,100
ERR2032213,1.349084716,1,73
ERR2092355,1.349084716,0,73
ERR2032328,1.362510005,1,87
ERR2092347,1.362510005,0,87
ERR2091978,1.376195283,1,75
ERR2057057,1.376195283,0,75
ERR2308945,1.396554031,1,4
ERR2032552,1.396554031,0,4
ERR2404965,1.400129392,1,55
ERR2057177,1.400129392,0,55
ERR2523938,1.403110707,1,119
ERR2032193,1.403110707,0,119
ERR2696713,1.443111281,1,294
ERR1842835,1.443111281,0,294
ERR2032406,1.473953699,1,70
ERR2056872,1.473953699,0,70
ERR1846043,1.474651362,1,157
ERR2304118,1.474651362,0,157
ERR2032280,1.475101519,1,42
ERR2579969,1.475101519,0,42
ERR1845941,1.487006739,1,133
ERR2696921,1.487006739,0,133
ERR2697873,1.495980367,1,45
ERR2306211,1.495980367,0,45
ERR2697576,1.517788539,1,178
ERR2056877,1.517788539,0,178
ERR2696583,1.523454264,1,129
ERR2405000,1.523454264,0,129
ERR2314089,1.530334274,1,49
ERR1842901,1.530334274,0,49
ERR2092003,1.558769154,1,167
ERR2032751,1.558769154,0,167
ERR2579864,1.569521941,1,202
ERR2314128,1.569521941,0,202
ERR2032833,1.605348656,1,125
ERR2404960,1.605348656,0,125
ERR2057223,1.629349687,1,127
ERR2092287,1.629349687,0,127
ERR2696589,1.638355049,1,168
ERR2698014,1.638355049,0,168
ERR2304147,1.677844114,1,27
ERR2304085,1.677844114,0,27
ERR2304039,1.723091533,1,64
ERR2313963,1.723091533,0,64
ERR2308944,1.737696222,1,3
ERR2579676,1.737696222,0,3
ERR2306177,1.743075213,1,117
ERR2304180,1.743075213,0,117
ERR2092048,1.745693313,1,144
ERR1846095,1.745693313,0,144
ERR2308824,1.767986868,1,16
ERR2696667,1.767986868,0,16
ERR2092189,1.785300419,1,103
ERR2092262,1.785300419,0,103
ERR2309364,1.794532374,1,198
ERR2309224,1.794532374,0,198
ERR2697925,1.798896012,1,17
ERR2405024,1.798896012,0,17
ERR2308940,1.818649162,1,155
ERR2587838,1.818649162,0,155
ERR2308625,1.823233498,1,67
ERR2319481,1.823233498,0,67
ERR2696716,1.846646263,1,251
ERR2308561,1.846646263,0,251
ERR2405356,1.859696489,1,109
ERR2304182,1.859696489,0,109
ERR2405074,1.86286336,1,270
ERR1845890,1.86286336,0,270
ERR2032836,1.869665241,1,48
ERR2579434,1.869665241,0,48
ERR2697702,1.877037071,1,116
ERR2032505,1.877037071,0,116
ERR2696739,1.884225074,1,40
ERR2319476,1.884225074,0,40
ERR2304091,1.912538066,1,88
ERR2092299,1.912538066,0,88
ERR2032825,1.919158601,1,123
ERR2308816,1.919158601,0,123
ERR2033463,1.940675463,1,126
ERR2318138,1.940675463,0,126
ERR2056792,1.941270744,1,22
ERR2319228,1.941270744,0,22
ERR2309338,1.952687593,1,128
ERR2579396,1.952687593,0,128
ERR2032837,1.957606791,1,164
ERR2092445,1.957606791,0,164
ERR1854688,1.967923656,1,94
ERR2033461,1.967923656,0,94
ERR2318052,1.972033176,1,173
ERR2057052,1.972033176,0,173
ERR2091864,1.996892497,1,39
ERR2032572,1.996892497,0,39
ERR2697829,1.998639652,1,236
ERR2056768,1.998639652,0,236
ERR2314300,2.001160238,1,139
ERR2308774,2.001160238,0,139
ERR1854673,2.009318624,1,11
ERR1854693,2.009318624,0,11
ERR2308947,2.014671949,1,21
ERR2696764,2.014671949,0,21
ERR2309320,2.014980844,1,19
ERR2056951,2.014980844,0,19
ERR2318085,2.026339544,1,221
ERR2308762,2.026339544,0,221
ERR2308651,2.043924201,1,199
ERR2032465,2.043924201,0,199
ERR2032838,2.045078302,1,35
ERR2405381,2.045078302,0,35
ERR2056993,2.047114582,1,174
ERR2697744,2.047114582,0,174
ERR2319580,2.061644796,1,143
ERR2092407,2.061644796,0,143
ERR2056888,2.080633843,1,228
ERR2303840,2.080633843,0,228
ERR2308673,2.082783478,1,229
ERR2319531,2.082783478,0,229
ERR2306155,2.093092838,1,65
ERR2697697,2.093092838,0,65
ERR2308894,2.106552611,1,60
ERR2304121,2.106552611,0,60
ERR2308640,2.107125215,1,24
ERR2092311,2.107125215,0,24
ERR2696694,2.124851637,1,176
ERR2579836,2.124851637,0,176
ERR2303955,2.129277243,1,114
ERR2314175,2.129277243,0,114
ERR2304144,2.131142618,1,105
ERR2032555,2.131142618,0,105
ERR2309326,2.148537412,1,5
ERR2308878,2.148537412,0,5
ERR1846217,2.161171365,1,79
ERR2304154,2.161171365,0,79
ERR2314136,2.161615252,1,209
ERR2697919,2.161615252,0,209
ERR2696445,2.16898865,1,272
ERR2304050,2.16898865,0,272
ERR2309409,2.182062612,1,152
ERR1842719,2.182062612,0,152
ERR2696453,2.197039937,1,149
ERR2696953,2.197039937,0,149
ERR2318202,2.223452328,1,101
ERR2697610,2.223452328,0,101
ERR2696750,2.230305985,1,122
ERR2405262,2.230305985,0,122
ERR2404903,2.242624433,1,224
ERR2091857,2.242624433,0,224
ERR1854675,2.243114612,1,84
ERR2579499,2.243114612,0,84
ERR2032436,2.247887855,1,213
ERR2092166,2.247887855,0,213
ERR2524116,2.260236638,1,217
ERR2308614,2.260236638,0,217
ERR2697633,2.261089872,1,89
ERR2306227,2.261089872,0,89
ERR2318083,2.274295372,1,147
ERR2304049,2.274295372,0,147
ERR2306103,2.297239149,1,96
ERR2032760,2.297239149,0,96
ERR2579921,2.312085577,1,9
ERR2696760,2.312085577,0,9
ERR2405136,2.314173631,1,102
ERR2524143,2.314173631,0,102
ERR2579655,2.319865645,1,136
ERR2579548,2.319865645,0,136
ERR1845860,2.320366227,1,41
ERR2032735,2.320366227,0,41
ERR2579804,2.326548444,1,124
ERR1846034,2.326548444,0,124
ERR2579475,2.327216229,1,80
ERR2032354,2.327216229,0,80
ERR2697067,2.340047109,1,36
ERR2404985,2.340047109,0,36
ERR2056791,2.342307621,1,12
ERR2319445,2.342307621,0,12
ERR2319601,2.354272032,1,184
ERR2318301,2.354272032,0,184
ERR2091885,2.358232551,1,215
ERR2524162,2.358232551,0,215
ERR2696990,2.367720201,1,212
ERR2696580,2.367720201,0,212
ERR2304084,2.370617365,1,44
ERR2032799,2.370617365,0,44
ERR2308827,2.410619444,1,248
ERR2032578,2.410619444,0,248
ERR1854820,2.414970768,1,108
ERR1854774,2.414970768,0,108
ERR2314313,2.422703237,1,23
ERR2404941,2.422703237,0,23
ERR1854810,2.44445406,1,29
ERR2580099,2.44445406,0,29
ERR2032614,2.459218145,1,113
ERR2405263,2.459218145,0,113
ERR2319418,2.465740077,1,30
ERR2697716,2.465740077,0,30
ERR2696725,2.469761734,1,279
ERR2697668,2.469761734,0,279
ERR2314120,2.469853898,1,34
ERR2314247,2.469853898,0,34
ERR2308798,2.471604502,1,76
ERR2032568,2.471604502,0,76
ERR2524197,2.476060693,1,57
ERR2523925,2.476060693,0,57
ERR2404978,2.476779764,1,59
ERR2524134,2.476779764,0,59
ERR2308955,2.483800724,1,86
ERR2032738,2.483800724,0,86
ERR2306164,2.484217927,1,71
ERR2309315,2.484217927,0,71
ERR2404913,2.486751129,1,162
ERR2314222,2.486751129,0,162
ERR2697020,2.499415942,1,282
ERR2319392,2.499415942,0,282
ERR2306233,2.502916383,1,220
ERR1846127,2.502916383,0,220
ERR2057113,2.508061591,1,51
ERR2033486,2.508061591,0,51
ERR2092204,2.514688216,1,269
ERR2405384,2.514688216,0,269
ERR2696723,2.519417676,1,151
ERR2523913,2.519417676,0,151
ERR1842707,2.522732216,1,232
ERR2697044,2.522732216,0,232
ERR2057108,2.529580518,1,150
ERR2309401,2.529580518,0,150
ERR2308954,2.535617917,1,13
ERR2313982,2.535617917,0,13
ERR2032842,2.550209059,1,61
ERR1842728,2.550209059,0,61
ERR2405362,2.553846013,1,254
ERR2057076,2.553846013,0,254
ERR2698935,2.564045804,1,69
ERR2308922,2.564045804,0,69
ERR2306109,2.566954014,1,200
ERR2303852,2.566954014,0,200
ERR2697940,2.580804998,1,267
ERR2091922,2.580804998,0,267
ERR2696766,2.583856066,1,90
ERR2579435,2.583856066,0,90
ERR2032192,2.583941461,1,53
ERR2319342,2.583941461,0,53
ERR2057147,2.589484693,1,245
ERR2319534,2.589484693,0,245
ERR2319371,2.596321537,1,225
ERR2697903,2.596321537,0,225
ERR2306217,2.596333221,1,175
ERR2697991,2.596333221,0,175
ERR2404900,2.603484975,1,194
ERR2032580,2.603484975,0,194
ERR2319602,2.623406006,1,110
ERR2319548,2.623406006,0,110
ERR2697719,2.629236148,1,262
ERR1846017,2.629236148,0,262
ERR2696649,2.632342188,1,74
ERR2303940,2.632342188,0,74
ERR2579403,2.634012619,1,214
ERR2697806,2.634012619,0,214
ERR2092344,2.635248253,1,263
ERR2032325,2.635248253,0,263
ERR2697718,2.654328867,1,163
ERR2314092,2.654328867,0,163
ERR2523874,2.655330217,1,46
ERR2579930,2.655330217,0,46
ERR2306253,2.658251483,1,156
ERR2405405,2.658251483,0,156
ERR2033474,2.658763181,1,91
ERR2579450,2.658763181,0,91
ERR2319540,2.671027626,1,31
ERR2404928,2.671027626,0,31
ERR2524123,2.680874578,1,179
ERR2523949,2.680874578,0,179
ERR2319505,2.683085145,1,201
ERR2032896,2.683085145,0,201
ERR2696920,2.685256117,1,54
ERR2523903,2.685256117,0,54
ERR2696650,2.689011449,1,231
ERR2696592,2.689011449,0,231
ERR2091851,2.692049543,1,95
ERR2308910,2.692049543,0,95
ERR1854738,2.699492111,1,72
ERR2306101,2.699492111,0,72
