sample_name,pairdist,target,pairID
ERR2057195,1.255686291,1,124
ERR2404961,1.255686291,0,124
ERR2057199,1.394248241,1,125
ERR2308806,1.394248241,0,125
ERR2057207,0.734444569,1,127
ERR1845878,0.734444569,0,127
ERR2057215,0.929355364,1,129
ERR1090777,0.929355364,0,129
ERR2057221,1.014819945,1,131
ERR2404919,1.014819945,0,131
ERR2057228,0.95896362,1,132
ERR2319580,0.95896362,0,132
ERR2091844,1.226751141,1,133
ERR1090840,1.226751141,0,133
ERR2091901,1.00463024,1,137
ERR1841695,1.00463024,0,137
ERR2091906,0.637446079,1,139
ERR1249783,0.637446079,0,139
ERR2091911,1.04332159,1,140
ERR2523955,1.04332159,0,140
ERR2091923,0.648057653,1,141
ERR2524116,0.648057653,0,141
ERR2091943,1.178597621,1,143
ERR1597229,1.178597621,0,143
ERR2091953,1.533991139,1,144
ERR1842894,1.533991139,0,144
ERR2091995,1.453616985,1,146
ERR1846146,1.453616985,0,146
ERR2091998,1.589138168,1,148
ERR2697829,1.589138168,0,148
ERR2092000,1.513700492,1,149
ERR2306155,1.513700492,0,149
ERR2092050,0.970587919,1,152
ERR2032536,0.970587919,0,152
ERR2092076,1.194747966,1,155
ERR2308651,1.194747966,0,155
ERR2092099,1.407774749,1,156
ERR2318185,1.407774749,0,156
ERR2092102,0.720209041,1,157
ERR2056792,0.720209041,0,157
ERR2092153,1.284858844,1,159
ERR1854670,1.284858844,0,159
ERR2092169,1.110983369,1,160
ERR1843792,1.110983369,0,160
ERR2092173,1.461867581,1,161
ERR2579522,1.461867581,0,161
ERR2092216,1.537044254,1,162
ERR2032436,1.537044254,0,162
ERR2092236,1.426727278,1,163
ERR1389686,1.426727278,0,163
ERR2092259,1.494442417,1,164
ERR1596984,1.494442417,0,164
ERR2092347,1.36029834,1,170
ERR2032328,1.36029834,0,170
ERR2092368,0.715797059,1,171
ERR2304147,0.715797059,0,171
ERR2092445,1.517343294,1,174
ERR1090064,1.517343294,0,174
ERR2092470,1.211118257,1,175
ERR1389750,1.211118257,0,175
ERR2303850,0.166334472,1,177
ERR1090361,0.166334472,0,177
ERR2303855,0.989859449,1,180
ERR2057014,0.989859449,0,180
ERR2303865,1.031530451,1,182
ERR2696723,1.031530451,0,182
ERR2303942,1.095545259,1,183
ERR1842575,1.095545259,0,183
ERR2303943,0.890249595,1,184
ERR2032727,0.890249595,0,184
ERR2303954,0.447557652,1,185
ERR2579562,0.447557652,0,185
ERR2303962,1.078597486,1,186
ERR2314095,1.078597486,0,186
ERR2303985,1.030843772,1,188
ERR2523938,1.030843772,0,188
ERR2304005,1.41488532,1,190
ERR2696750,1.41488532,0,190
ERR2304031,0.477290785,1,191
ERR2032406,0.477290785,0,191
ERR2304052,0.957828689,1,194
ERR1249829,0.957828689,0,194
ERR2304085,1.595873987,1,195
ERR2309409,1.595873987,0,195
ERR2304179,1.360408146,1,200
ERR2696445,1.360408146,0,200
ERR2304182,1.11556884,1,201
ERR1090234,1.11556884,0,201
ERR2306102,1.44892311,1,202
ERR2696506,1.44892311,0,202
ERR2306108,1.285308061,1,204
ERR2697656,1.285308061,0,204
ERR2306124,0.663795128,1,207
ERR2314089,0.663795128,0,207
ERR2306133,0.803549963,1,208
ERR1845964,0.803549963,0,208
ERR2306157,0.730574463,1,210
ERR1389695,0.730574463,0,210
ERR2306170,1.242983054,1,212
ERR2696650,1.242983054,0,212
ERR2306204,1.500533547,1,214
ERR1841701,1.500533547,0,214
ERR2306223,0.924727603,1,216
ERR1089840,0.924727603,0,216
ERR2306225,0.831666117,1,217
ERR2309200,0.831666117,0,217
ERR2306238,1.34356215,1,218
ERR2697719,1.34356215,0,218
ERR2308543,0.749569416,1,219
ERR2314098,0.749569416,0,219
ERR2308605,1.537632423,1,223
ERR1843756,1.537632423,0,223
ERR2308658,1.451649789,1,227
ERR2032825,1.451649789,0,227
ERR2308671,1.576739506,1,228
ERR1075228,1.576739506,0,228
ERR2308758,0.467514922,1,231
ERR2404903,0.467514922,0,231
ERR2308874,1.362190705,1,235
ERR2309338,1.362190705,0,235
ERR2308882,1.37712368,1,237
ERR1091412,1.37712368,0,237
ERR2308932,1.122826046,1,240
ERR2579895,1.122826046,0,240
ERR2309184,1.282921567,1,243
ERR2697805,1.282921567,0,243
ERR2309309,1.33779731,1,248
ERR2698030,1.33779731,0,248
ERR2309403,1.002960847,1,252
ERR2405193,1.002960847,0,252
ERR2309413,1.201731269,1,253
ERR1417544,1.201731269,0,253
ERR2314050,1.582450383,1,257
ERR1091428,1.582450383,0,257
ERR2314134,1.397632018,1,263
ERR1843815,1.397632018,0,263
ERR2314163,0.492085988,1,265
ERR2032600,0.492085988,0,265
ERR2314211,1.183352671,1,269
ERR1417421,1.183352671,0,269
ERR2314218,1.502142219,1,272
ERR1250063,1.502142219,0,272
ERR2314342,1.451867478,1,279
ERR1841610,1.451867478,0,279
ERR2314354,1.351386289,1,280
ERR1841607,1.351386289,0,280
ERR2314358,1.191169053,1,281
ERR1089910,1.191169053,0,281
ERR2318053,1.284938268,1,284
ERR2091975,1.284938268,0,284
ERR2318212,0.790868856,1,291
ERR2308769,0.790868856,0,291
ERR2319228,0.928461527,1,294
ERR1090715,0.928461527,0,294
ERR2319384,1.444396882,1,297
ERR2306233,1.444396882,0,297
ERR2319503,0.407957108,1,301
ERR2057223,0.407957108,0,301
ERR2319520,1.269192914,1,302
ERR2523900,1.269192914,0,302
ERR2319837,1.279431753,1,307
ERR2308767,1.279431753,0,307
ERR2404993,1.520920181,1,312
ERR1091371,1.520920181,0,312
ERR2405084,1.527310005,1,318
ERR1843476,1.527310005,0,318
ERR2405143,0.757712372,1,319
ERR1845941,0.757712372,0,319
ERR2405405,1.595953654,1,329
ERR1091685,1.595953654,0,329
ERR2523943,1.560466337,1,336
ERR2318052,1.560466337,0,336
ERR2523986,0.952091091,1,339
ERR1250631,0.952091091,0,339
ERR2523989,1.149902084,1,340
ERR1316141,1.149902084,0,340
ERR2524188,1.322169228,1,349
ERR1250484,1.322169228,0,349
ERR2579526,0.82893153,1,364
ERR2309399,0.82893153,0,364
ERR2579529,0.857076127,1,365
ERR2579904,0.857076127,0,365
ERR2579552,1.490543824,1,368
ERR1089994,1.490543824,0,368
ERR2579553,1.144102246,1,369
ERR1843640,1.144102246,0,369
ERR2579912,0.859945723,1,380
ERR1841669,0.859945723,0,380
ERR2579930,1.267796198,1,382
ERR1459191,1.267796198,0,382
ERR2580094,1.556374703,1,384
ERR1389983,1.556374703,0,384
ERR2696687,0.567945347,1,404
ERR2318177,0.567945347,0,404
ERR2697046,0.935668535,1,429
ERR1389991,0.935668535,0,429
ERR2697638,0.973468183,1,438
ERR1459026,0.973468183,0,438
