sample_name,pairdist,target,pairID
ERR1091660,2.05648687,1,195
ERR1091807,2.05648687,0,195
ERR2032229,1.830604196,1,196
ERR1389734,1.830604196,0,196
ERR2304096,1.836099101,1,202
ERR1249984,1.836099101,0,202
ERR1091792,1.987117865,1,204
ERR1249994,1.987117865,0,204
ERR1249691,1.835057982,1,214
ERR1250597,1.835057982,0,214
ERR1459084,1.728870496,1,215
ERR1842707,1.728870496,0,215
ERR1090801,2.13692356,1,225
ERR1389754,2.13692356,0,225
ERR1315924,1.783038697,1,227
ERR2032536,1.783038697,0,227
ERR1091119,1.875047356,1,228
ERR1389764,1.875047356,0,228
ERR1389729,1.642362511,1,229
ERR1389767,1.642362511,0,229
ERR2579858,1.663961935,1,233
ERR1389798,1.663961935,0,233
ERR1091203,1.769920789,1,235
ERR1842214,1.769920789,0,235
ERR2091966,2.0307092,1,236
ERR1597037,2.0307092,0,236
ERR1417492,2.021052818,1,237
ERR2091862,2.021052818,0,237
ERR2523986,1.890940317,1,238
ERR1250631,1.890940317,0,238
ERR2032384,1.976729074,1,240
ERR1417621,1.976729074,0,240
ERR2313947,1.759748319,1,241
ERR1854670,1.759748319,0,241
ERR2698042,2.088975267,1,242
ERR1854673,2.088975267,0,242
ERR1389977,2.054446488,1,244
ERR1845941,2.054446488,0,244
ERR2405183,2.160727688,1,257
ERR2579655,2.160727688,0,257
ERR2092283,2.036506658,1,258
ERR2309189,2.036506658,0,258
ERR2057116,1.789082333,1,259
ERR2579660,1.789082333,0,259
ERR2405058,2.054822229,1,260
ERR1389858,2.054822229,0,260
ERR1389863,1.70720272,1,261
ERR1458942,1.70720272,0,261
ERR2057191,2.15988274,1,264
ERR1316085,2.15988274,0,264
ERR1090026,2.077901003,1,265
ERR1458946,2.077901003,0,265
ERR1389934,2.16800068,1,266
ERR1389868,2.16800068,0,266
ERR2308649,2.107719958,1,269
ERR1841607,2.107719958,0,269
ERR2308900,2.157709762,1,271
ERR1843595,2.157709762,0,271
ERR2697036,1.764140745,1,274
ERR1316141,1.764140745,0,274
ERR1842124,1.928385495,1,276
ERR1841615,1.928385495,0,276
ERR2032578,1.929756902,1,279
ERR1389919,1.929756902,0,279
ERR2057091,2.129706148,1,280
ERR2404913,2.129706148,0,280
ERR1090022,1.789124692,1,281
ERR1597048,1.789124692,0,281
ERR2092173,1.899639728,1,282
ERR1233464,1.899639728,0,282
ERR1389912,2.164861614,1,284
ERR1841619,2.164861614,0,284
ERR1854685,1.849790312,1,285
ERR1389932,1.849790312,0,285
ERR2303978,1.939720491,1,287
ERR2032600,1.939720491,0,287
ERR1080247,1.978136609,1,289
ERR1459003,1.978136609,0,289
ERR2318062,1.689684578,1,292
ERR1459013,1.689684578,0,292
ERR2306133,1.82067855,1,293
ERR1845964,1.82067855,0,293
ERR1678447,1.86974213,1,294
ERR1459026,1.86974213,0,294
ERR2092416,1.916664431,1,295
ERR1842732,1.916664431,0,295
ERR1091171,2.06942887,1,296
ERR1841632,2.06942887,0,296
ERR1458799,1.829369172,1,297
ERR1597059,1.829369172,0,297
ERR2524192,2.129154235,1,300
ERR1389983,2.129154235,0,300
ERR1249834,2.167368347,1,301
ERR1843638,2.167368347,0,301
ERR2579553,1.994529466,1,303
ERR1843640,1.994529466,0,303
ERR2092104,2.171703906,1,304
ERR1389991,2.171703906,0,304
ERR2032573,2.102685006,1,308
ERR1459122,2.102685006,0,308
ERR2032738,2.005654517,1,314
ERR1459143,2.005654517,0,314
ERR2306178,1.915078128,1,324
ERR1843667,1.915078128,0,324
ERR2314214,2.030302014,1,326
ERR1843669,2.030302014,0,326
ERR2319342,1.676607022,1,328
ERR1841688,1.676607022,0,328
ERR2056943,1.84576685,1,329
ERR1841695,1.84576685,0,329
ERR1090992,1.99785334,1,332
ERR1841701,1.99785334,0,332
ERR2696854,1.678457138,1,333
ERR1841703,1.678457138,0,333
ERR1846017,1.987069987,1,334
ERR1842326,1.987069987,0,334
ERR1417547,1.792392684,1,335
ERR1843715,1.792392684,0,335
ERR2696462,2.102825257,1,336
ERR2056855,2.102825257,0,336
ERR1417587,1.787794144,1,337
ERR1842340,1.787794144,0,337
ERR2091889,1.993836558,1,338
ERR2319326,1.993836558,0,338
ERR2032754,1.65927562,1,345
ERR1843752,1.65927562,0,345
ERR2696856,1.760208986,1,346
ERR1842378,1.760208986,0,346
ERR2032857,1.979645827,1,347
ERR1597229,1.979645827,0,347
ERR2523937,2.070941744,1,348
ERR1843756,2.070941744,0,348
ERR1459025,1.821475648,1,352
ERR1842407,1.821475648,0,352
ERR1842403,1.662115733,1,353
ERR1597234,1.662115733,0,353
ERR2057211,1.832321664,1,355
ERR2319898,1.832321664,0,355
ERR1090003,2.102325611,1,358
ERR1842455,2.102325611,0,358
ERR1842469,2.17845012,1,359
ERR1842466,2.17845012,0,359
ERR1389625,1.965386385,1,360
ERR1843792,1.965386385,0,360
ERR2308641,2.083896956,1,365
ERR2032721,2.083896956,0,365
ERR2304086,1.750499603,1,366
ERR1846043,1.750499603,0,366
ERR2032232,1.998016998,1,369
ERR1546069,1.998016998,0,369
ERR2304063,1.709788527,1,373
ERR1842535,1.709788527,0,373
ERR2524124,2.058373055,1,374
ERR1843815,2.058373055,0,374
ERR2696480,1.661682494,1,378
ERR1842575,1.661682494,0,378
ERR1842891,1.69702621,1,379
ERR1842577,1.69702621,0,379
ERR1091362,1.811382026,1,387
ERR2032727,1.811382026,0,387
ERR2697769,1.852136888,1,388
ERR2032730,1.852136888,0,388
ERR2697638,2.111175418,1,391
ERR1842585,2.111175418,0,391
ERR1846194,2.151449053,1,392
ERR1842602,2.151449053,0,392
ERR1842346,1.871669413,1,395
ERR2309200,1.871669413,0,395
ERR1250036,1.95605354,1,399
ERR1841824,1.95605354,0,399
ERR2697987,1.807783611,1,401
ERR2314052,1.807783611,0,401
ERR1090226,2.076658594,1,403
ERR2091975,2.076658594,0,403
ERR1458818,2.088358615,1,404
ERR2319371,2.088358615,0,404
ERR2057057,2.137233985,1,405
ERR2091978,2.137233985,0,405
ERR1417454,1.957324434,1,408
ERR1842894,1.957324434,0,408
ERR2523932,1.774016933,1,416
ERR1846146,1.774016933,0,416
ERR1389821,1.73790816,1,418
ERR2314089,1.73790816,0,418
ERR1417460,1.742291633,1,424
ERR2318083,1.742291633,0,424
ERR1091003,1.83992133,1,425
ERR2314094,1.83992133,0,425
ERR1842210,1.848630979,1,426
ERR2314095,1.848630979,0,426
ERR1845838,2.124107222,1,427
ERR2032802,2.124107222,0,427
ERR2579960,1.895713154,1,429
ERR2314098,1.895713154,0,429
ERR1090510,1.990238819,1,430
ERR2318087,1.990238819,0,430
ERR2579637,1.772905323,1,436
ERR2056993,1.772905323,0,436
ERR1091827,1.878583126,1,441
ERR2032837,1.878583126,0,441
ERR1545695,2.081888082,1,446
ERR2696444,2.081888082,0,446
ERR2092369,2.039113913,1,448
ERR2579758,2.039113913,0,448
ERR1090520,1.73441927,1,456
ERR2057069,1.73441927,0,456
ERR2092307,2.010014667,1,459
ERR2092189,2.010014667,0,459
ERR1090129,1.824464664,1,460
ERR2032280,1.824464664,0,460
ERR1249887,2.030893489,1,462
ERR2092204,2.030893489,0,462
ERR2092347,2.125932599,1,463
ERR2032328,2.125932599,0,463
ERR1091796,2.079676582,1,464
ERR2092274,2.079676582,0,464
ERR2092746,1.668851737,1,465
ERR2092344,1.668851737,0,465
ERR1090043,1.72997657,1,466
ERR2032406,1.72997657,0,466
ERR2579709,1.665968407,1,478
ERR2523885,1.665968407,0,478
ERR1845992,2.053894856,1,479
ERR2318157,2.053894856,0,479
ERR2318040,2.139446845,1,480
ERR2579791,2.139446845,0,480
ERR1841484,2.138912601,1,481
ERR2697576,2.138912601,0,481
ERR1842204,1.982908443,1,482
ERR2314209,1.982908443,0,482
ERR2405180,2.117354777,1,484
ERR2057092,2.117354777,0,484
ERR2579477,1.959982171,1,488
ERR2092474,1.959982171,0,488
ERR1389871,1.84332508,1,491
ERR2032436,1.84332508,0,491
ERR2306250,2.127329912,1,499
ERR2057147,2.127329912,0,499
ERR2580090,1.919636352,1,500
ERR2579804,1.919636352,0,500
ERR2697697,2.086391882,1,505
ERR2306155,2.086391882,0,505
ERR1090974,2.041553811,1,507
ERR2319580,2.041553811,0,507
ERR1249886,2.034879587,1,508
ERR2314300,2.034879587,0,508
ERR2319503,1.68392602,1,509
ERR2057223,1.68392602,0,509
ERR2306223,2.072920772,1,510
ERR2309320,2.072920772,0,510
ERR2308588,1.938577083,1,511
ERR2318202,1.938577083,0,511
ERR1545887,1.951767255,1,523
ERR2319601,1.951767255,0,523
ERR2092065,2.085832824,1,529
ERR2308651,2.085832824,0,529
ERR1089972,1.918849276,1,538
ERR2306177,1.918849276,0,538
ERR1091323,1.930880906,1,546
ERR2404978,1.930880906,0,546
ERR2032897,2.133502924,1,547
ERR2696458,2.133502924,0,547
ERR1841476,2.157848252,1,551
ERR2314357,2.157848252,0,551
ERR1249821,2.02005316,1,557
ERR2306217,2.02005316,0,557
ERR1842416,1.899873845,1,561
ERR2306232,1.899873845,0,561
ERR1315858,1.836416726,1,566
ERR2696890,1.836416726,0,566
ERR2303985,1.931791066,1,569
ERR2523938,1.931791066,0,569
ERR1417530,1.705252303,1,573
ERR2696506,1.705252303,0,573
ERR2309201,2.142102196,1,574
ERR2697645,2.142102196,0,574
ERR2091911,1.938478212,1,576
ERR2523955,1.938478212,0,576
ERR2523889,1.808971206,1,577
ERR2697656,1.808971206,0,577
ERR1315871,2.159768248,1,580
ERR2405074,2.159768248,0,580
ERR2306210,1.638986068,1,581
ERR2405076,1.638986068,0,581
ERR2303932,2.004494199,1,585
ERR2309409,2.004494199,0,585
ERR2319406,1.954139988,1,587
ERR2304091,1.954139988,0,587
ERR1842127,2.036940749,1,597
ERR2405193,2.036940749,0,597
ERR2308809,2.077906782,1,601
ERR2308806,2.077906782,0,601
ERR2032345,2.110648563,1,619
ERR2308944,2.110648563,0,619
ERR1090099,2.032011089,1,628
ERR2304147,2.032011089,0,628
ERR1843819,1.841356111,1,635
ERR2696525,1.841356111,0,635
ERR1089961,1.954460201,1,643
ERR2405362,1.954460201,0,643
ERR2696605,1.952522362,1,659
ERR2696583,1.952522362,0,659
ERR1091558,1.725324593,1,664
ERR2697749,1.725324593,0,664
ERR1250531,1.766136008,1,673
ERR2697020,1.766136008,0,673
ERR2303962,1.894888554,1,684
ERR2697829,1.894888554,0,684
ERR1389667,1.644303963,1,686
ERR2696717,1.644303963,0,686
ERR1459012,1.940837308,1,687
ERR2697873,1.940837308,0,687
ERR1389691,1.701168776,1,689
ERR2696725,1.701168776,0,689
ERR2697695,2.13412216,1,690
ERR2697896,2.13412216,0,690
ERR1417456,1.947595874,1,691
ERR2697925,1.947595874,0,691
ERR2318199,2.173021782,1,692
ERR2697930,2.173021782,0,692
ERR2696713,1.996156425,1,700
ERR2698034,1.996156425,0,700
