sample_name,pairdist,target,pairID
ERR2091980,0.915638165,1,101
ERR2057014,0.915638165,0,101
ERR2091981,0.828293665,1,102
ERR2091975,0.828293665,0,102
ERR2091982,1.528579174,1,103
ERR1459026,1.528579174,0,103
ERR2091987,1.28299831,1,104
ERR2033463,1.28299831,0,104
ERR2092042,1.143460658,1,106
ERR2697718,1.143460658,0,106
ERR2092058,0.867443889,1,108
ERR1458942,0.867443889,0,108
ERR2092067,1.013157003,1,109
ERR1075066,1.013157003,0,109
ERR2092262,1.235959124,1,113
ERR1090149,1.235959124,0,113
ERR2092299,1.247077146,1,115
ERR1596984,1.247077146,0,115
ERR2092312,1.446340099,1,116
ERR2308940,1.446340099,0,116
ERR2092355,1.303595681,1,117
ERR2032213,1.303595681,0,117
ERR2092357,1.755121609,1,118
ERR1090574,1.755121609,0,118
ERR2092362,1.091342569,1,119
ERR2309189,1.091342569,0,119
ERR2303861,1.13858775,1,121
ERR1250515,1.13858775,0,121
ERR2303940,0.579918489,1,122
ERR2032600,0.579918489,0,122
ERR2303987,1.38873296,1,123
ERR1841695,1.38873296,0,123
ERR2304049,0.398423288,1,124
ERR1841703,0.398423288,0,124
ERR2304050,1.150981744,1,125
ERR1090361,1.150981744,0,125
ERR2304054,1.514316797,1,126
ERR1843715,1.514316797,0,126
ERR2304089,0.925995273,1,128
ERR1389881,0.925995273,0,128
ERR2304110,1.660145513,1,129
ERR1090982,1.660145513,0,129
ERR2304154,1.761355819,1,132
ERR1091333,1.761355819,0,132
ERR2304180,0.957963364,1,133
ERR2304001,0.957963364,0,133
ERR2306101,0.285081783,1,134
ERR2579724,0.285081783,0,134
ERR2306123,1.055057177,1,135
ERR2318124,1.055057177,0,135
ERR2306125,1.438506696,1,136
ERR1091471,1.438506696,0,136
ERR2306153,1.3479813,1,137
ERR2698030,1.3479813,0,137
ERR2306196,0.996746968,1,138
ERR1845889,0.996746968,0,138
ERR2306203,1.782245591,1,139
ERR1459013,1.782245591,0,139
ERR2306211,0.657383179,1,141
ERR1091407,0.657383179,0,141
ERR2306227,1.673758464,1,142
ERR2056888,1.673758464,0,142
ERR2306241,0.802475964,1,143
ERR1090060,0.802475964,0,143
ERR2306251,1.645768425,1,144
ERR1841669,1.645768425,0,144
ERR2306252,1.203948445,1,145
ERR2319898,1.203948445,0,145
ERR2308557,0.45387716,1,147
ERR2697873,0.45387716,0,147
ERR2308614,1.55115098,1,148
ERR2524116,1.55115098,0,148
ERR2308624,1.261246691,1,149
ERR2697614,1.261246691,0,149
ERR2308631,1.686861492,1,150
ERR1090988,1.686861492,0,150
ERR2308768,1.653557795,1,151
ERR1091317,1.653557795,0,151
ERR2308770,1.431353272,1,152
ERR1091428,1.431353272,0,152
ERR2308777,1.593199213,1,153
ERR2696750,1.593199213,0,153
ERR2308816,1.778156663,1,154
ERR1091807,1.778156663,0,154
ERR2308845,1.516894444,1,155
ERR1389919,1.516894444,0,155
ERR2308862,1.613237535,1,158
ERR2319281,1.613237535,0,158
ERR2308889,1.345812907,1,160
ERR2579660,1.345812907,0,160
ERR2308890,1.400825626,1,161
ERR2032416,1.400825626,0,161
ERR2308926,1.554752718,1,165
ERR1854820,1.554752718,0,165
ERR2309193,1.344425937,1,167
ERR1091152,1.344425937,0,167
ERR2309377,1.078259648,1,173
ERR2523955,1.078259648,0,173
ERR2309393,0.948098284,1,174
ERR1249994,0.948098284,0,174
ERR2309395,1.246447241,1,175
ERR1546069,1.246447241,0,175
ERR2309396,1.017830173,1,176
ERR2697020,1.017830173,0,176
ERR2309426,1.145144278,1,177
ERR2696458,1.145144278,0,177
ERR2314038,1.417910166,1,178
ERR2696713,1.417910166,0,178
ERR2314063,1.682717899,1,180
ERR1843752,1.682717899,0,180
ERR2314066,1.544299644,1,181
ERR1389665,1.544299644,0,181
ERR2314086,1.419434165,1,182
ERR2697576,1.419434165,0,182
ERR2314092,1.516682437,1,183
ERR2091978,1.516682437,0,183
ERR2314175,1.354178778,1,185
ERR2303955,1.354178778,0,185
ERR2314205,1.384876778,1,186
ERR2697940,1.384876778,0,186
ERR2314305,1.084000731,1,189
ERR1090654,1.084000731,0,189
ERR2314343,1.44672363,1,190
ERR2404900,1.44672363,0,190
ERR2314351,1.458177848,1,191
ERR1458892,1.458177848,0,191
ERR2318007,1.332387675,1,194
ERR1842585,1.332387675,0,194
ERR2318016,1.02692722,1,195
ERR2523885,1.02692722,0,195
ERR2318045,1.195910963,1,197
ERR2698034,1.195910963,0,197
ERR2318064,1.051179251,1,200
ERR2696610,1.051179251,0,200
ERR2318139,0.89116224,1,201
ERR2304009,0.89116224,0,201
ERR2318204,1.693600204,1,204
ERR2697749,1.693600204,0,204
ERR2319289,0.618132835,1,205
ERR2314209,0.618132835,0,205
ERR2319491,1.612992559,1,210
ERR1842466,1.612992559,0,210
ERR2319531,1.22578377,1,211
ERR2057147,1.22578377,0,211
ERR2319597,1.37427942,1,213
ERR1389734,1.37427942,0,213
ERR2404921,1.761537456,1,214
ERR1841642,1.761537456,0,214
ERR2404934,0.510195392,1,216
ERR1597229,0.510195392,0,216
ERR2404960,1.606381306,1,218
ERR2032833,1.606381306,0,218
ERR2404962,1.680049846,1,219
ERR1250417,1.680049846,0,219
ERR2404985,0.990836445,1,221
ERR1075297,0.990836445,0,221
ERR2404994,0.900745374,1,222
ERR2579904,0.900745374,0,222
ERR2405262,1.051114351,1,229
ERR2032825,1.051114351,0,229
ERR2405263,1.268013025,1,230
ERR2308908,1.268013025,0,230
ERR2405268,0.969249332,1,231
ERR2696650,0.969249332,0,231
ERR2523866,1.745794986,1,236
ERR1842602,1.745794986,0,236
ERR2523912,1.020559397,1,238
ERR1091361,1.020559397,0,238
ERR2523940,1.639271891,1,239
ERR1845964,1.639271891,0,239
ERR2523941,1.519680978,1,240
ERR1389767,1.519680978,0,240
ERR2523987,0.906364735,1,242
ERR2308830,0.906364735,0,242
ERR2579381,1.265668558,1,246
ERR2697558,1.265668558,0,246
ERR2579450,1.544331468,1,249
ERR1090841,1.544331468,0,249
ERR2579548,0.583607792,1,253
ERR1458747,0.583607792,0,253
ERR2579814,0.814156066,1,257
ERR2309379,0.814156066,0,257
ERR2579828,0.657803103,1,258
ERR1846146,0.657803103,0,258
ERR2579883,1.663065551,1,263
ERR2308873,1.663065551,0,263
ERR2579969,1.435233708,1,266
ERR2032280,1.435233708,0,266
ERR2580062,1.75476523,1,267
ERR2580097,1.75476523,0,267
ERR2580098,1.609809025,1,268
ERR1091412,1.609809025,0,268
ERR2580099,1.406432308,1,269
ERR2697067,1.406432308,0,269
ERR2696473,0.58636654,1,271
ERR1597037,0.58636654,0,271
ERR2696514,1.0664872,1,273
ERR2091846,1.0664872,0,273
ERR2696612,1.513132818,1,277
ERR1843669,1.513132818,0,277
ERR2696631,1.729286542,1,279
ERR1250519,1.729286542,0,279
ERR2696711,1.572014681,1,283
ERR1458984,1.572014681,0,283
ERR2697039,1.657131159,1,290
ERR1389686,1.657131159,0,290
ERR2697640,1.764081313,1,294
ERR1091192,1.764081313,0,294
