sample_name,pairdist,target,pairID
ERR2091846,3.393594028,0,143
ERR1417504,3.599889537,1,145
ERR2314052,3.599889537,0,145
ERR1389706,3.598787864,1,146
ERR2696589,3.598787864,0,146
ERR1417510,3.586353755,1,147
ERR1842575,3.586353755,0,147
ERR1843497,3.282484119,1,148
ERR2032536,3.282484119,0,148
ERR1842166,3.609086796,1,149
ERR1841703,3.609086796,0,149
ERR1842167,3.510207007,1,150
ERR2314094,3.510207007,0,150
ERR1417520,3.5090824,1,151
ERR2523955,3.5090824,0,151
ERR1597024,3.552699317,1,152
ERR1845964,3.552699317,0,152
ERR1458829,3.657752522,1,153
ERR1091407,3.657752522,0,153
ERR1458837,3.662951819,1,154
ERR2696717,3.662951819,0,154
ERR1389732,3.479820924,1,156
ERR1546069,3.479820924,0,156
ERR1091806,3.86216047,1,157
ERR2032416,3.86216047,0,157
ERR1842179,3.72575284,1,158
ERR2032328,3.72575284,0,158
ERR1845899,3.671737781,1,160
ERR2308908,3.671737781,0,160
ERR1249972,3.599213306,1,162
ERR2404900,3.599213306,0,162
ERR1250590,3.765034162,1,163
ERR2405356,3.765034162,0,163
ERR1250072,3.793034499,1,165
ERR2696968,3.793034499,0,165
ERR2032534,3.750062384,1,166
ERR1842749,3.750062384,0,166
ERR1250600,3.721942725,1,167
ERR2696977,3.721942725,0,167
ERR1250601,3.690987229,1,168
ERR1843595,3.690987229,0,168
ERR2303832,3.484720479,1,169
ERR1458723,3.484720479,0,169
ERR1250092,3.401072654,1,171
ERR1090979,3.401072654,0,171
ERR1250093,3.441266825,1,172
ERR1091767,3.441266825,0,172
ERR1250138,3.550324645,1,173
ERR1389686,3.550324645,0,173
ERR1389763,3.777397092,1,175
ERR2697719,3.777397092,0,175
ERR1389781,3.734703455,1,178
ERR1091471,3.734703455,0,178
ERR1389785,3.679366278,1,179
ERR2306217,3.679366278,0,179
ERR1417595,3.375258907,1,182
ERR2318202,3.375258907,0,182
ERR1417596,3.332412056,1,183
ERR1597138,3.332412056,0,183
ERR1841588,3.62816846,1,184
ERR2697576,3.62816846,0,184
ERR1389822,3.310869198,1,185
ERR1843638,3.310869198,0,185
ERR1417608,3.464523311,1,186
ERR1841695,3.464523311,0,186
ERR1417609,3.55655308,1,187
ERR2306109,3.55655308,0,187
ERR1389841,3.514225863,1,188
ERR2696525,3.514225863,0,188
ERR1389855,3.422241703,1,189
ERR1090577,3.422241703,0,189
ERR1316047,3.486562472,1,190
ERR2309409,3.486562472,0,190
ERR1845925,3.58661674,1,191
ERR1551693,3.58661674,0,191
ERR1845928,3.869099815,1,193
ERR2697075,3.869099815,0,193
ERR2032539,3.858953078,1,194
ERR1854673,3.858953078,0,194
ERR2032540,3.434974316,1,195
ERR2308931,3.434974316,0,195
ERR1845946,3.760220794,1,196
ERR1597048,3.760220794,0,196
ERR1845947,3.556203978,1,197
ERR1316063,3.556203978,0,197
ERR2032568,3.61204232,1,198
ERR1249974,3.61204232,0,198
ERR2091873,3.834823507,1,199
ERR2319601,3.834823507,0,199
ERR2032579,3.491104952,1,200
ERR2304084,3.491104952,0,200
ERR1854689,3.667356225,1,201
ERR2308767,3.667356225,0,201
ERR2032584,3.828599569,1,202
ERR2319281,3.828599569,0,202
ERR1458941,3.440000121,1,205
ERR1417648,3.440000121,0,205
ERR1316057,3.715044121,1,206
ERR2579493,3.715044121,0,206
ERR1316069,3.648316734,1,208
ERR1841669,3.648316734,0,208
ERR1233449,3.475568917,1,212
ERR1233464,3.475568917,0,212
ERR1316181,3.534727816,1,214
ERR2032802,3.534727816,0,214
ERR1678430,3.582107741,1,215
ERR1842455,3.582107741,0,215
ERR2056817,3.372371894,1,216
ERR1459127,3.372371894,0,216
ERR1845958,3.642479563,1,217
ERR1316141,3.642479563,0,217
ERR1843609,3.522762644,1,218
ERR2318002,3.522762644,0,218
ERR1845965,3.579743801,1,219
ERR1842214,3.579743801,0,219
ERR1417657,3.518510659,1,221
ERR1389858,3.518510659,0,221
ERR1545928,3.850436541,1,225
ERR1090482,3.850436541,0,225
ERR1390012,3.32399536,1,226
ERR2304146,3.32399536,0,226
ERR1459197,3.755821809,1,227
ERR2308873,3.755821809,0,227
ERR1841711,3.345272674,1,231
ERR1841642,3.345272674,0,231
ERR2579676,3.442888634,1,232
ERR1854820,3.442888634,0,232
ERR2404921,3.703410551,1,233
ERR2309364,3.703410551,0,233
ERR1842352,3.610010153,1,236
ERR2697558,3.610010153,0,236
ERR2032707,3.521280333,1,237
ERR2579655,3.521280333,0,237
ERR1842361,3.602934542,1,239
ERR1080192,3.602934542,0,239
ERR2579381,3.504750212,1,242
ERR2032213,3.504750212,0,242
ERR2579382,3.822916023,1,244
ERR1841615,3.822916023,0,244
ERR1843773,3.454025158,1,247
ERR2523905,3.454025158,0,247
ERR2314016,3.405582087,1,248
ERR2696739,3.405582087,0,248
ERR1841772,3.573950799,1,250
ERR1389868,3.573950799,0,250
ERR2523866,3.704660779,1,251
ERR1842602,3.704660779,0,251
ERR2523867,3.834068815,1,252
ERR2308798,3.834068815,0,252
ERR1843822,3.422073272,1,260
ERR2697645,3.422073272,0,260
ERR1842556,3.575910914,1,261
ERR2696694,3.575910914,0,261
ERR1842566,3.454065846,1,262
ERR2697614,3.454065846,0,262
ERR2306102,3.60946904,1,264
ERR2696583,3.60946904,0,264
ERR2056889,3.595030885,1,265
ERR2306103,3.595030885,0,265
ERR2314038,3.323145766,1,266
ERR2696890,3.323145766,0,266
ERR1842592,3.662115962,1,267
ERR2314357,3.662115962,0,267
ERR1846095,3.455956832,1,269
ERR1090988,3.455956832,0,269
ERR2404934,3.307115162,1,271
ERR1597229,3.307115162,0,271
ERR2314059,3.643845191,1,274
ERR2091975,3.643845191,0,274
ERR2319364,3.651936186,1,275
ERR1249783,3.651936186,0,275
ERR2314066,3.614079792,1,280
ERR1389665,3.614079792,0,280
ERR1846127,3.297456487,1,281
ERR2032730,3.297456487,0,281
ERR1846137,3.888853781,1,282
ERR1846044,3.888853781,0,282
ERR2318054,3.516750825,1,283
ERR1845889,3.516750825,0,283
ERR2056951,3.738361867,1,284
ERR1089840,3.738361867,0,284
ERR1842633,3.855520592,1,287
ERR2308646,3.855520592,0,287
ERR1854752,3.883834165,1,292
ERR2405136,3.883834165,0,292
ERR2057055,3.58689544,1,299
ERR1250542,3.58689544,0,299
ERR2057063,3.797074286,1,301
ERR2056888,3.797074286,0,301
ERR2032938,3.751719367,1,303
ERR2304147,3.751719367,0,303
ERR2032270,3.798513234,1,305
ERR2032836,3.798513234,0,305
ERR2092169,3.451230998,1,306
ERR1843792,3.451230998,0,306
ERR2092236,3.885587075,1,307
ERR1091412,3.885587075,0,307
ERR2092277,3.580091445,1,309
ERR2306168,3.580091445,0,309
ERR2032337,3.801109802,1,310
ERR1854670,3.801109802,0,310
ERR2092299,3.612148172,1,311
ERR2092474,3.612148172,0,311
ERR2092362,3.44495863,1,312
ERR2309189,3.44495863,0,312
ERR2092442,3.70972811,1,313
ERR1089994,3.70972811,0,313
ERR2319491,3.613036086,1,315
ERR1090840,3.613036086,0,315
ERR2579787,3.828238774,1,316
ERR1090542,3.828238774,0,316
ERR2057143,3.643595821,1,321
ERR1249863,3.643595821,0,321
ERR2319548,3.783326191,1,322
ERR1089912,3.783326191,0,322
ERR2309315,3.84545405,1,323
ERR1091083,3.84545405,0,323
ERR2057215,3.397118301,1,325
ERR1090777,3.397118301,0,325
ERR2314305,3.442639822,1,326
ERR1090654,3.442639822,0,326
ERR2057228,3.405337367,1,330
ERR2319580,3.405337367,0,330
ERR2314351,3.851324776,1,334
ERR1843640,3.851324776,0,334
ERR2318242,3.846108257,1,336
ERR2308625,3.846108257,0,336
ERR2306204,3.80311517,1,340
ERR2698034,3.80311517,0,340
ERR2306241,3.364621677,1,346
ERR1090060,3.364621677,0,346
ERR2523941,3.6947978,1,347
ERR1091361,3.6947978,0,347
ERR2523960,3.741529352,1,349
ERR1417600,3.741529352,0,349
ERR2306251,3.831556172,1,351
ERR2032614,3.831556172,0,351
ERR2309396,3.83197577,1,352
ERR2308940,3.83197577,0,352
ERR2304088,3.860028025,1,356
ERR1843476,3.860028025,0,356
ERR2304089,3.409113667,1,357
ERR2303955,3.409113667,0,357
ERR2309426,3.462378774,1,358
ERR2696458,3.462378774,0,358
ERR2308813,3.537600256,1,367
ERR1459143,3.537600256,0,367
ERR2308870,3.606767548,1,374
ERR2404903,3.606767548,0,374
ERR2308890,3.817592009,1,376
ERR1090848,3.817592009,0,376
ERR2304180,3.723587672,1,392
ERR2032721,3.723587672,0,392
ERR2405384,3.855487345,1,397
ERR2057069,3.855487345,0,397
ERR2696631,3.696909966,1,405
ERR1250519,3.696909966,0,405
ERR2579548,3.609416235,1,406
ERR1090960,3.609416235,0,406
ERR2696687,3.489968822,1,413
ERR1090962,3.489968822,0,413
ERR2697830,3.275164878,1,414
ERR1091153,3.275164878,0,414
